organism_key,taxon,stage,start_day,start_month,end_day,end_month
NBNORG0000057615,Bucculatrix thoracella,mature,21,4,31,8
NBNORG0000057616,Bucculatrix ulmella,mature,1,4,30,9
NBNORG0000117143,Bucculatrix ulmifoliae,mature,1,4,31,8
NBNORG0000018508,Buckleria paludum,mature,1,6,31,8
NBNORG0000009249,Bupalus piniaria,mature,1,5,21,8
NBNORG0000009251,Cabera exanthemata,mature,15,4,15,9
NBNORG0000009250,Cabera pusaria,mature,21,4,7,9
NBNORG0000057617,Cacoecimorpha pronubana,mature,15,4,15,12
NBNORG0000058060,Cadra calidella,mature,1,5,31,10
NBNORG0000115862,Cadra cautella,mature,1,1,30,11
NBNORG0000115863,Cadra figulilella,mature,21,3,31,10
NBNORG0000059557,Calamia tridens,mature,15,7,31,8
NBNORG0000009518,Calamia tridens occidentalis,mature,15,7,31,8
NBNORG0000057618,Calamia tridens tridens,mature,15,7,31,8
NBNORG0000057619,Calamotropha paludella,mature,15,6,15,9
NBNORG0000009326,Callimorpha dominula,mature,15,5,31,7
NBNORG0000009570,Callistege mi,mature,15,4,15,7
NBNORG0000057620,Callisto coffeella,mature,1,6,30,6
NBNORG0000057621,Callisto denticulella,mature,1,4,31,7
NBNORG0000009294,Calliteara pudibunda,mature,15,4,7,7
NBNORG0000009476,Callopistria juventina,mature,1,7,15,8
NBNORG0000009477,Callopistria latreillei,mature,1,10,31,10
NBNORG0000009420,Calophasia lunula,mature,15,4,7,9
NBNORG0000009421,Calophasia platyptera,mature,1,4,31,10
NBNORG0000057623,Caloptilia alchimiella,mature,1,5,30,9
NBNORG0000057624,Caloptilia azaleella,mature,1,4,30,11
NBNORG0000057625,Caloptilia betulicola,mature,1,1,31,12
NBNORG0000057626,Caloptilia cuculipennella,mature,31,8,1,7
NBNORG0000057627,Caloptilia elongella,mature,31,5,1,5
NBNORG0000057628,Caloptilia falconipennella,mature,1,1,31,12
NBNORG0000057629,Caloptilia hemidactylella,mature,30,6,1,6
NBNORG0000132272,Caloptilia honoratella,mature,1,4,30,9
NBNORG0000057631,Caloptilia populetorum,mature,1,1,31,12
NBNORG0000057632,Caloptilia robustella,mature,1,4,31,10
NBNORG0000057633,Caloptilia rufipennella,mature,21,6,1,6
NBNORG0000057634,Caloptilia semifascia,mature,21,6,1,6
NBNORG0000057635,Caloptilia stigmatella,mature,1,1,31,12
NBNORG0000057637,Calybites phasianipennella,mature,15,7,1,5
NBNORG0000009254,Campaea margaritaria,mature,15,5,21,10
NBNORG0000059569,Camptogramma bilineata,mature,7,5,30,9
NBNORG0000057640,Capperia britanniodactylus,mature,7,6,15,8
NBNORG0000057641,Capua vulgana,mature,1,4,31,7
NBNORG0000042756,Caradrina clavipalpis,mature,21,3,15,11
NBNORG0000042757,Caradrina flavirena,mature,1,3,31,10
NBNORG0000105622,Caradrina kadenii,mature,21,5,7,11
NBNORG0000009531,Caradrina morpheus,mature,1,5,31,10
NBNORG0000057643,Carcina quercana,mature,1,5,7,12
NBNORG0000041375,Carpatolechia alburnella,mature,1,6,31,8
NBNORG0000041376,Carpatolechia decorella,mature,21,6,1,6
NBNORG0000041377,Carpatolechia fugitivella,mature,1,6,31,8
NBNORG0000041378,Carpatolechia notatella,mature,7,5,31,7
NBNORG0000041379,Carpatolechia proximella,mature,21,4,31,7
NBNORG0000059576,Carsia sororiata,mature,1,6,21,9
NBNORG0000009198,Carsia sororiata anglica,mature,1,6,21,9
NBNORG0000057644,Carsia sororiata sororiata,mature,1,6,21,9
NBNORG0000057646,Caryocolum alsinella,mature,21,6,31,8
NBNORG0000057647,Caryocolum blandella,mature,1,7,7,9
NBNORG0000041381,Caryocolum blandelloides,mature,1,8,7,9
NBNORG0000057648,Caryocolum blandulella,mature,15,7,31,8
NBNORG0000057649,Caryocolum fraternella,mature,1,6,31,8
NBNORG0000057650,Caryocolum huebneri,mature,1,7,31,8
NBNORG0000057651,Caryocolum junctella,mature,31,7,1,6
NBNORG0000057652,Caryocolum kroesmanniella,mature,15,7,31,8
NBNORG0000057653,Caryocolum marmorea,mature,21,5,30,9
NBNORG0000057654,Caryocolum proxima,mature,21,6,31,8
NBNORG0000057655,Caryocolum tricolorella,mature,1,7,7,9
NBNORG0000057656,Caryocolum vicinella,mature,21,6,15,9
NBNORG0000057657,Caryocolum viscariella,mature,21,6,31,8
NBNORG0000057658,Cataclysta lemnata,mature,1,5,30,9
NBNORG0000009117,Catarhoe cuculata,mature,7,6,31,8
NBNORG0000057659,Catarhoe rubidata,mature,21,4,21,8
NBNORG0000057661,Catephia alchymista,mature,15,5,7,9
NBNORG0000086949,Catocala conjuncta,mature,21,7,30,9
NBNORG0000009566,Catocala electa,mature,21,8,15,10
NBNORG0000008889,Catocala elocata,mature,1,7,31,10
NBNORG0000009565,Catocala fraxini,mature,7,8,7,11
NBNORG0000057662,Catocala nupta,mature,15,7,31,10
NBNORG0000008890,Catocala nymphagoga,mature,15,6,7,9
NBNORG0000057663,Catocala promissa,mature,21,6,15,9
NBNORG0000057664,Catocala sponsa,mature,15,7,15,10
NBNORG0000057666,Catoptria falsella,mature,21,6,30,9
NBNORG0000018497,Catoptria furcatellus,mature,15,6,15,8
NBNORG0000057667,Catoptria lythargyrella,mature,1,7,30,9
NBNORG0000057668,Catoptria margaritella,mature,1,6,7,9
NBNORG0000057669,Catoptria osthelderi,mature,1,7,31,7
NBNORG0000057670,Catoptria permutatellus,mature,21,6,15,9
NBNORG0000057671,Catoptria pinella,mature,15,6,31,8
NBNORG0000057672,Catoptria speculalis,mature,1,7,31,7
NBNORG0000057673,Catoptria verellus,mature,21,5,31,7
NBNORG0000057292,Cauchas fibulella,mature,1,5,30,6
NBNORG0000057293,Cauchas rufimitrella,mature,1,5,30,6
NBNORG0000057674,Cedestis gysseleniella,mature,15,5,15,8
NBNORG0000057675,Cedestis subfasciella,mature,1,3,31,10
NBNORG0000009519,Celaena haworthii,mature,15,6,31,10
NBNORG0000041388,Celypha aurofasciana,mature,1,6,31,8
NBNORG0000006859,Celypha cespitana,mature,21,5,7,9
NBNORG0000041389,Celypha doubledayana,mature,1,7,31,8
NBNORG0000057680,Celypha lacunana,mature,1,5,30,11
NBNORG0000041390,Celypha rivulana,mature,15,6,31,8
NBNORG0000057681,Celypha rosaceana,mature,1,6,7,9
NBNORG0000057682,Celypha rufana,mature,1,5,15,8
NBNORG0000057683,Celypha rurestrana,mature,1,6,31,7
NBNORG0000057684,Celypha striana,mature,1,5,30,9
NBNORG0000057685,Celypha woodiana,mature,1,7,31,8
NBNORG0000057687,Cephimallota crassiflavella,mature,1,6,31,8
NBNORG0000057689,Cepphis advenaria,mature,21,4,15,7
NBNORG0000042457,Ceramica pisi,mature,21,4,21,8
NBNORG0000009397,Cerapteryx graminis,mature,1,6,7,10
NBNORG0000057690,Cerastis leucographa,mature,7,3,21,5
NBNORG0000057691,Cerastis rubricosa,mature,1,2,7,6
NBNORG0000097389,Cerura erminea,mature,1,4,7,7
NBNORG0000009275,Cerura vinula,mature,1,4,31,7
NBNORG0000009527,Charanyca trigrammica,mature,21,4,15,7
NBNORG0000057695,Charissa obscurata,mature,21,6,7,10
NBNORG0000057698,Chesias legatella,mature,1,8,30,11
NBNORG0000009196,Chesias rufata,mature,1,4,21,8
NBNORG0000009197,Chesias rufata rufata,mature,1,4,21,8
NBNORG0000057699,Chesias rufata scotica,mature,1,4,21,8
NBNORG0000086950,Chiasmia aestimaria,mature,7,8,30,9
NBNORG0000041470,Chiasmia clathrata,mature,15,4,30,9
NBNORG0000041471,Chiasmia clathrata clathrata,mature,15,4,30,9
NBNORG0000041472,Chiasmia clathrata hugginsi,mature,15,4,30,9
NBNORG0000057700,Chilo phragmitella,mature,1,5,30,9
NBNORG0000009532,Chilodes maritima,mature,7,5,30,9
NBNORG0000057702,Chionodes distinctella,mature,21,6,31,8
NBNORG0000057703,Chionodes fumatella,mature,21,6,7,9
NBNORG0000057288,Chloantha hyperici,mature,1,5,7,8
NBNORG0000108233,Chlorissa cloraria,mature,21,5,7,7
NBNORG0000009067,Chlorissa viridata,mature,15,5,31,7
NBNORG0000057706,Chlorochlamys chloroleucaria,mature,1,5,30,11
NBNORG0000009133,Chloroclysta miata,mature,31,7,1,7
NBNORG0000009132,Chloroclysta siterata,mature,31,7,1,7
NBNORG0000009192,Chloroclystis v-ata,mature,21,3,15,9
NBNORG0000041514,Choreutis diana,mature,21,7,31,8
NBNORG0000117211,Choreutis nemorana,mature,1,7,31,8
NBNORG0000041515,Choreutis pariana,mature,31,5,7,5
NBNORG0000057709,Choristoneura diversana,mature,1,6,31,7
NBNORG0000057710,Choristoneura hebenstreitella,mature,1,5,31,7
NBNORG0000057711,Choristoneura lafauryana,mature,1,7,31,8
NBNORG0000041546,Chrysoclista lathamella,mature,1,6,31,8
NBNORG0000041547,Chrysoclista linneella,mature,21,5,31,8
NBNORG0000057713,Chrysocrambus craterella,mature,1,5,31,7
NBNORG0000057714,Chrysocrambus linetella,mature,1,6,30,6
NBNORG0000009552,Chrysodeixis acuta,mature,21,9,15,12
NBNORG0000009551,Chrysodeixis chalcites,mature,7,5,15,12
NBNORG0000057715,Chrysoesthia drurella,mature,15,4,15,9
NBNORG0000057716,Chrysoesthia sexguttella,mature,15,4,31,8
NBNORG0000057718,Chrysoteuchia culmella,mature,1,5,31,10
NBNORG0000009137,Cidaria fulvata,mature,15,5,15,9
NBNORG0000009054,Cilix glaucata,mature,1,4,30,9
NBNORG0000059196,Cirrhia gilvago,mature,21,8,7,11
NBNORG0000009451,Cirrhia icteritia,mature,21,7,7,11
NBNORG0000009452,Cirrhia ocellaris,mature,1,9,31,10
NBNORG0000057477,Clavigesta purdeyi,mature,21,6,30,9
NBNORG0000057478,Clavigesta sylvestrana,mature,1,6,31,8
NBNORG0000059627,Cleora cinctaria,mature,1,4,21,7
NBNORG0000008853,Cleora cinctaria bowesi,mature,1,4,21,7
NBNORG0000057479,Cleora cinctaria cinctaria,mature,1,4,21,7
NBNORG0000009245,Cleorodes lichenaria,mature,15,5,31,10
NBNORG0000057480,Clepsis consimilana,mature,21,5,31,10
NBNORG0000117216,Clepsis dumicolana,mature,1,5,15,7
NBNORG0000057482,Clepsis rurinana,mature,1,6,31,8
NBNORG0000057483,Clepsis senecionana,mature,1,5,30,6
NBNORG0000057484,Clepsis spectrana,mature,15,4,15,9
NBNORG0000057486,Clostera anachoreta,mature,21,4,31,8
NBNORG0000009289,Clostera curtula,mature,15,3,31,8
NBNORG0000009288,Clostera pigra,mature,15,4,7,8
NBNORG0000057488,Cnaemidophorus rhododactyla,mature,21,6,31,8
NBNORG0000057489,Cnephasia asseclana,mature,15,5,15,9
NBNORG0000057490,Cnephasia communana,mature,1,5,31,7
NBNORG0000057491,Cnephasia conspersana,mature,1,7,31,8
NBNORG0000057492,Cnephasia genitalana,mature,15,6,15,9
NBNORG0000057494,Cnephasia incertana,mature,7,5,21,8
NBNORG0000057495,Cnephasia longana,mature,1,6,31,8
NBNORG0000041585,Cnephasia pasiuana,mature,1,5,31,8
NBNORG0000108863,Cnephasia pumicana,mature,21,6,7,8
NBNORG0000057496,Cnephasia stephensiana,mature,1,6,31,8
NBNORG0000057720,Cochylichroa atricapitana,mature,1,4,30,9
NBNORG0000057497,Cochylidia heydeniana,mature,1,6,31,8
NBNORG0000057498,Cochylidia implicitana,mature,1,5,15,9
NBNORG0000057499,Cochylidia rupicola,mature,1,6,7,8
NBNORG0000057500,Cochylidia subroseana,mature,1,6,31,8
NBNORG0000057719,Cochylimorpha alternana,mature,1,7,31,8
NBNORG0000041590,Cochylimorpha straminea,mature,1,5,30,9
NBNORG0000057722,Cochylis flaviciliana,mature,1,6,31,8
NBNORG0000057727,Cochylis roseana,mature,21,5,31,8
NBNORG0000009526,Coenobia rufa,mature,15,6,15,9
NBNORG0000057728,Coenocalpe lapidata,mature,1,9,15,10
NBNORG0000057735,Coenophila subrosea,mature,21,7,7,9
NBNORG0000117290,Coenotephria salicata salicata,mature,15,4,30,9
NBNORG0000057736,Coleophora adjectella,mature,1,7,31,7
NBNORG0000057737,Coleophora adjunctella,mature,1,6,31,7
NBNORG0000057738,Coleophora adspersella,mature,21,6,31,7
NBNORG0000057739,Coleophora aestuariella,mature,1,7,31,8
NBNORG0000057740,Coleophora ahenella,mature,21,5,30,6
NBNORG0000018480,Coleophora albella,mature,21,5,15,6
NBNORG0000057752,Coleophora albicans,mature,1,7,31,8
NBNORG0000057741,Coleophora albicosta,mature,21,4,7,8
NBNORG0000057742,Coleophora albidella,mature,1,6,31,8
NBNORG0000057743,Coleophora albitarsella,mature,1,6,31,8
NBNORG0000057744,Coleophora alcyonipennella,mature,1,5,30,9
NBNORG0000086931,Coleophora alcyonipennella/frischella,mature,1,5,30,9
NBNORG0000057745,Coleophora alnifoliae,mature,1,6,31,8
NBNORG0000057746,Coleophora alticolella,mature,1,5,31,8
NBNORG0000086932,Coleophora alticolella/glaucicolella,mature,1,5,31,8
NBNORG0000057770,Coleophora amethystinella,mature,7,5,15,7
NBNORG0000057747,Coleophora anatipennella,mature,1,6,31,7
NBNORG0000057748,Coleophora antennariella,mature,21,4,15,5
NBNORG0000057749,Coleophora arctostaphyli,mature,21,5,30,6
NBNORG0000057750,Coleophora argentula,mature,1,7,31,8
NBNORG0000057751,Coleophora artemisicolella,mature,1,7,31,8
NBNORG0000057753,Coleophora asteris,mature,1,7,7,9
NBNORG0000057754,Coleophora atriplicis,mature,1,6,31,8
NBNORG0000057755,Coleophora badiipennella,mature,1,7,31,7
NBNORG0000057756,Coleophora betulella,mature,1,6,31,8
NBNORG0000057757,Coleophora binderella,mature,1,6,31,7
NBNORG0000057758,Coleophora caespititiella,mature,1,5,31,7
NBNORG0000117188,Coleophora calycotomella,mature,1,6,31,7
NBNORG0000057759,Coleophora chalcogrammella,mature,1,6,31,8
NBNORG0000057760,Coleophora clypeiferella,mature,1,7,31,8
NBNORG0000057761,Coleophora conspicuella,mature,21,6,31,8
NBNORG0000057762,Coleophora conyzae,mature,1,6,31,8
NBNORG0000057763,Coleophora coracipennella,mature,1,6,15,8
NBNORG0000057764,Coleophora currucipennella,mature,1,6,31,7
NBNORG0000057765,Coleophora deauratella,mature,1,6,31,8
NBNORG0000057766,Coleophora deviella,mature,1,6,31,7
NBNORG0000057767,Coleophora discordella,mature,21,5,31,8
NBNORG0000057768,Coleophora flavipennella,mature,15,5,15,8
NBNORG0000018481,Coleophora follicularis,mature,1,6,31,8
NBNORG0000057769,Coleophora frischella,mature,1,5,31,8
NBNORG0000057771,Coleophora fuscocuprella,mature,1,5,30,6
NBNORG0000057772,Coleophora galbulipennella,mature,1,7,31,8
NBNORG0000057773,Coleophora gardesanella,mature,1,7,31,8
NBNORG0000057774,Coleophora genistae,mature,1,6,31,8
NBNORG0000057775,Coleophora glaucicolella,mature,1,6,31,8
NBNORG0000057776,Coleophora glitzella,mature,1,6,31,7
NBNORG0000057777,Coleophora gryphipennella,mature,1,6,31,7
NBNORG0000057778,Coleophora hemerobiella,mature,15,6,15,8
NBNORG0000057779,Coleophora hydrolapathella,mature,1,7,31,8
NBNORG0000057780,Coleophora ibipennella,mature,15,6,15,9
NBNORG0000057781,Coleophora idaeella,mature,1,6,31,7
NBNORG0000057782,Coleophora inulae,mature,1,6,31,7
NBNORG0000057783,Coleophora juncicolella,mature,1,6,31,7
NBNORG0000057784,Coleophora kuehnella,mature,1,6,31,7
NBNORG0000057785,Coleophora laricella,mature,1,5,31,7
NBNORG0000057786,Coleophora lassella,mature,1,5,31,8
NBNORG0000058270,Coleophora limoniella,mature,21,6,31,8
NBNORG0000057787,Coleophora limosipennella,mature,21,6,15,7
NBNORG0000057788,Coleophora lineolea,mature,15,5,15,9
NBNORG0000057789,Coleophora linosyridella,mature,21,6,31,8
NBNORG0000057790,Coleophora lithargyrinella,mature,1,6,31,7
NBNORG0000057791,Coleophora lixella,mature,1,6,31,8
NBNORG0000041594,Coleophora lusciniaepennella,mature,1,6,31,7
NBNORG0000058482,Coleophora lutarea,mature,21,4,7,6
NBNORG0000057792,Coleophora lutipennella,mature,15,5,15,8
NBNORG0000091438,Coleophora lutipennella/flavipennella,mature,15,5,15,8
NBNORG0000057793,Coleophora maritimella,mature,1,6,7,8
NBNORG0000057794,Coleophora mayrella,mature,1,6,31,7
NBNORG0000057795,Coleophora milvipennis,mature,21,5,31,7
NBNORG0000057796,Coleophora niveicostella,mature,21,6,31,8
NBNORG0000057813,Coleophora nutantella,mature,1,6,7,8
NBNORG0000057797,Coleophora ochrea,mature,1,7,31,8
NBNORG0000057798,Coleophora orbitella,mature,1,5,31,7
NBNORG0000041596,Coleophora otidipennella,mature,1,4,30,6
NBNORG0000057799,Coleophora pappiferella,mature,21,5,30,6
NBNORG0000057800,Coleophora paripennella,mature,1,6,31,8
NBNORG0000057801,Coleophora pennella,mature,21,5,31,7
NBNORG0000057802,Coleophora peribenanderi,mature,1,5,31,8
NBNORG0000057803,Coleophora potentillae,mature,1,6,31,7
NBNORG0000057804,Coleophora prunifoliae,mature,15,6,31,7
NBNORG0000057805,Coleophora pyrrhulipennella,mature,21,5,31,8
NBNORG0000057806,Coleophora ramosella,mature,21,5,31,8
NBNORG0000057807,Coleophora salicorniae,mature,15,7,31,8
NBNORG0000057808,Coleophora salinella,mature,1,7,31,8
NBNORG0000057809,Coleophora saturatella,mature,21,6,31,8
NBNORG0000018482,Coleophora saxicolella,mature,21,6,31,8
NBNORG0000057810,Coleophora serpylletorum,mature,1,7,31,7
NBNORG0000057811,Coleophora serratella,mature,15,5,15,8
NBNORG0000057812,Coleophora siccifolia,mature,1,5,30,6
NBNORG0000057814,Coleophora solitariella,mature,1,7,31,7
NBNORG0000057815,Coleophora spinella,mature,15,6,31,7
NBNORG0000057816,Coleophora squamosella,mature,1,7,31,8
NBNORG0000057817,Coleophora sternipennella,mature,1,7,31,8
NBNORG0000057818,Coleophora striatipennella,mature,1,5,31,8
NBNORG0000057819,Coleophora sylvaticella,mature,1,4,30,6
NBNORG0000057820,Coleophora taeniipennella,mature,1,6,31,7
NBNORG0000018483,Coleophora tamesis,mature,15,6,7,8
NBNORG0000057821,Coleophora therinella,mature,1,6,31,7
NBNORG0000057822,Coleophora tricolor,mature,1,7,31,8
NBNORG0000057823,Coleophora trifolii,mature,1,6,31,8
NBNORG0000057824,Coleophora trigeminella,mature,1,6,31,7
NBNORG0000057825,Coleophora trochilella,mature,1,6,31,8
NBNORG0000057826,Coleophora versurella,mature,1,6,30,9
NBNORG0000057827,Coleophora vestianella,mature,1,6,31,7
NBNORG0000057828,Coleophora vibicella,mature,21,6,31,8
NBNORG0000057829,Coleophora vibicigerella,mature,21,6,7,7
NBNORG0000057830,Coleophora violacea,mature,1,5,30,6
NBNORG0000041595,Coleophora virgaureae,mature,1,7,7,9
NBNORG0000057831,Coleophora vitisella,mature,1,6,31,7
NBNORG0000041597,Coleophora vulnerariae,mature,1,6,31,7
NBNORG0000057832,Coleophora wockeella,mature,1,6,31,7
NBNORG0000041598,Coleotechnites piceaella,mature,1,6,31,7
NBNORG0000057836,Colobochyla salicalis,mature,21,5,15,7
NBNORG0000009549,Colocasia coryli,mature,21,3,31,8
NBNORG0000009141,Colostygia multistrigaria,mature,15,12,1,6
NBNORG0000057838,Colostygia olivata,mature,7,6,15,9
NBNORG0000009142,Colostygia pectinataria,mature,15,4,31,10
NBNORG0000057839,Colotois pennaria,mature,1,9,31,12
NBNORG0000057840,Comibaena bajularia,mature,1,5,21,7
NBNORG0000057841,Commophila aeneana,mature,1,5,31,7
NBNORG0000117410,Conisania andalusica andalusica,mature,7,5,7,8
NBNORG0000117411,Conisania andalusica barrettii,mature,7,5,7,8
NBNORG0000057842,Conistra erythrocephala,mature,15,10,15,4
NBNORG0000009442,Conistra ligula,mature,15,9,21,4
NBNORG0000057843,Conistra rubiginea,mature,21,9,21,5
NBNORG0000108466,Conistra rubiginosa,mature,15,10,15,4
NBNORG0000057844,Conistra vaccinii,mature,31,8,31,5
NBNORG0000041890,Coptotriche angusticollella,mature,1,5,30,6
NBNORG0000041891,Coptotriche gaunacella,mature,1,5,30,6
NBNORG0000041892,Coptotriche heinemanni,mature,1,8,31,8
NBNORG0000041893,Coptotriche marginea,mature,15,4,15,9
NBNORG0000009371,Coranarta cordigera,mature,15,4,7,6
NBNORG0000057845,Corcyra cephalonica,mature,1,6,31,10
NBNORG0000117503,Cornifrons ulceratalis,mature,30,11,7,3
NBNORG0000041627,Cornutiplusia circumflexa,mature,1,1,31,12
NBNORG0000009312,Coscinia cribraria,mature,15,6,31,7
NBNORG0000008864,Coscinia cribraria arenaria,mature,15,6,31,7
NBNORG0000008865,Coscinia cribraria bivittata,mature,15,6,31,7
NBNORG0000057846,Coscinia cribraria cribraria,mature,15,6,31,7
NBNORG0000009311,Coscinia striata,mature,1,5,31,8
NBNORG0000009480,Cosmia affinis,mature,15,6,15,9
NBNORG0000009481,Cosmia diffinis,mature,15,7,7,9
NBNORG0000057847,Cosmia pyralina,mature,15,6,31,8
NBNORG0000009482,Cosmia trapezina,mature,1,6,30,9
NBNORG0000057852,Cosmopterix lienigiella,mature,21,5,31,10
NBNORG0000057853,Cosmopterix orichalcea,mature,21,5,31,8
NBNORG0000086933,Cosmopterix pulchrimella,mature,1,5,30,11
NBNORG0000057854,Cosmopterix schmidiella,mature,1,5,31,7
NBNORG0000041658,Cosmopterix scribaiella,mature,1,6,31,10
NBNORG0000057855,Cosmopterix zieglerella,mature,21,5,31,7
NBNORG0000009126,Cosmorhoe ocellata,mature,15,4,30,9
NBNORG0000009013,Cossus cossus,mature,15,5,15,7
NBNORG0000009119,Costaconvexa polygrammata,mature,1,4,21,8
NBNORG0000057860,Crambus ericella,mature,1,6,31,8
NBNORG0000057861,Crambus hamella,mature,1,8,15,9
NBNORG0000057862,Crambus lathoniellus,mature,1,5,31,8
NBNORG0000057864,Crambus pascuella,mature,15,5,30,9
NBNORG0000057865,Crambus perlella,mature,21,5,7,9
NBNORG0000018494,Crambus pratella,mature,1,6,15,9
NBNORG0000057866,Crambus silvella,mature,1,7,15,9
NBNORG0000018493,Crambus uliginosellus,mature,21,5,15,8
NBNORG0000057867,Craniophora ligustri,mature,21,4,7,9
NBNORG0000041671,Crassa tinctella,mature,1,5,30,6
NBNORG0000057562,Crassa unitella,mature,21,5,15,9
NBNORG0000097759,Crocallis dardoinaria,mature,1,6,30,9
NBNORG0000009230,Crocallis elinguaria,mature,1,6,30,9
NBNORG0000057868,Crocidosema plebejana,mature,1,1,31,12
NBNORG0000009461,Cryphia algae,mature,21,6,15,9
NBNORG0000006879,Crypsedra gemmea,mature,1,7,30,9
NBNORG0000057871,Cryptoblabes bistriga,mature,21,4,15,9
NBNORG0000009553,Ctenoplusia accentifera,mature,1,2,31,12
NBNORG0000057873,Ctenoplusia limbirena,mature,21,6,21,10
NBNORG0000009416,Cucullia absinthii,mature,21,6,31,8
NBNORG0000009418,Cucullia artemisiae,mature,1,6,31,7
NBNORG0000057874,Cucullia asteris,mature,7,5,7,9
NBNORG0000057875,Cucullia chamomillae,mature,1,3,15,7
NBNORG0000059675,Cucullia gnaphalii,mature,21,5,15,7
NBNORG0000057876,Cucullia gnaphalii gnaphalii,mature,21,5,15,7
NBNORG0000057877,Cucullia gnaphalii occidentalis,mature,21,5,15,7
NBNORG0000043279,Cucullia lychnitis,mature,21,5,21,8
NBNORG0000058994,Cucullia scrophulariae,mature,21,5,31,7
NBNORG0000009419,Cucullia umbratica,mature,21,4,31,8
NBNORG0000043281,Cucullia verbasci,mature,21,3,7,7
NBNORG0000009304,Cybosia mesomella,mature,21,5,31,8
NBNORG0000009072,Cyclophora albipunctata,mature,1,4,7,10
NBNORG0000041713,Cyclophora annularia,mature,15,4,15,9
NBNORG0000057882,Cyclophora linearia,mature,15,4,15,9
NBNORG0000009071,Cyclophora pendularia,mature,15,4,15,9
NBNORG0000009073,Cyclophora porata,mature,21,4,7,9
NBNORG0000009074,Cyclophora punctaria,mature,15,4,7,10
NBNORG0000057883,Cyclophora puppillaria,mature,15,4,21,11
NBNORG0000104236,Cyclophora ruficiliaria,mature,15,4,21,9
NBNORG0000117262,Cydalima perspectalis,mature,15,6,30,11
NBNORG0000057884,Cydia amplana,mature,1,7,30,9
NBNORG0000057885,Cydia cognatana,mature,1,6,30,6
NBNORG0000057886,Cydia conicolana,mature,21,5,30,6
NBNORG0000057887,Cydia coniferana,mature,15,5,31,8
NBNORG0000057888,Cydia corollana,mature,1,5,31,7
NBNORG0000057889,Cydia cosmophorana,mature,1,5,31,7
NBNORG0000057890,Cydia fagiglandana,mature,1,5,7,9
NBNORG0000057891,Cydia illutana,mature,1,5,30,6
NBNORG0000117166,Cydia indivisa,mature,1,5,30,6
NBNORG0000057892,Cydia inquinatana,mature,21,5,30,6
NBNORG0000057893,Cydia leguminana,mature,1,5,30,6
NBNORG0000041716,Cydia medicaginis,mature,1,6,15,8
NBNORG0000041717,Cydia microgrammana,mature,21,5,31,7
NBNORG0000096282,Cydia millenniana,mature,1,5,30,6
NBNORG0000057894,Cydia nigricana,mature,1,5,31,8
NBNORG0000057895,Cydia pactolana,mature,1,6,31,7
NBNORG0000057896,Cydia pomonella,mature,1,5,30,9
NBNORG0000057897,Cydia servillana,mature,1,5,30,6
NBNORG0000057898,Cydia splendana,mature,15,6,30,9
NBNORG0000057899,Cydia strobilella,mature,1,4,31,5
NBNORG0000095897,Cydia ulicetana,mature,1,4,30,9
NBNORG0000062448,Cymatophorina diluta,mature,1,8,15,10
NBNORG0000057901,Cymatophorina diluta diluta,mature,1,8,15,10
NBNORG0000009059,Cymatophorina diluta hartwiegi,mature,1,8,15,10
NBNORG0000117227,Cymolomia hartigiana,mature,1,6,31,8
NBNORG0000057902,Cynaeda dentalis,mature,1,6,31,10
NBNORG0000057903,Dahlica inconspicuella,mature,1,3,31,5
NBNORG0000057904,Dahlica lichenella,mature,1,4,31,5
NBNORG0000057905,Dahlica triquetrella,mature,1,3,30,4
NBNORG0000009269,Daphnis nerii,mature,21,8,21,11
NBNORG0000058133,Dasycera oliviella,mature,1,6,31,7
NBNORG0000009424,Dasypolia templi,mature,21,8,21,5
NBNORG0000057908,Dasystoma salicella,mature,1,3,30,4
NBNORG0000009271,Deilephila elpenor,mature,7,5,31,8
NBNORG0000009272,Deilephila porcellus,mature,1,5,7,8
NBNORG0000009242,Deileptenia ribeata,mature,1,6,30,9
NBNORG0000058722,Delplanqueia dilutella,mature,1,6,31,8
NBNORG0000117610,Delplanqueia inscriptella,mature,1,6,31,8
NBNORG0000009543,Deltote bankiana,mature,1,6,31,7
NBNORG0000009541,Deltote deceptoria,mature,1,5,30,6
NBNORG0000009542,Deltote uncula,mature,1,4,7,9
NBNORG0000009045,Dendrolimus pini,mature,15,6,15,10
NBNORG0000041755,Denisia albimaculea,mature,1,5,30,6
NBNORG0000041756,Denisia augustella,mature,15,4,21,6
NBNORG0000041757,Denisia similella,mature,1,6,31,8
NBNORG0000041758,Denisia subaquilea,mature,21,5,31,7
NBNORG0000041522,Denticucullus pygmina,mature,15,6,31,10
NBNORG0000057909,Depressaria albipunctella,mature,31,7,1,6
NBNORG0000057910,Depressaria badiella,mature,15,6,21,10
NBNORG0000057911,Depressaria chaerophylli,mature,21,7,1,6
NBNORG0000057912,Depressaria daucella,mature,30,6,1,6
NBNORG0000057913,Depressaria depressana,mature,31,8,1,5
NBNORG0000057914,Depressaria discipunctella,mature,31,8,1,5
NBNORG0000057915,Depressaria douglasella,mature,1,7,30,9
NBNORG0000057917,Depressaria olerella,mature,31,7,1,5
NBNORG0000057919,Depressaria pimpinellae,mature,31,8,1,6
NBNORG0000041759,Depressaria pulcherrimella,mature,21,6,30,9
NBNORG0000057918,Depressaria radiella,mature,21,7,1,7
