organism_key,taxon,stage,code
NBNORG0000049869,Atrichum crispum,mature,4
NBNORG0000049870,Atrichum tenellum,mature,4
NBNORG0000049873,Aulacomnium,mature,1
NBNORG0000049875,Barbilophozia,mature,2
NBNORG0000049876,Orthocaulis atlanticus,mature,4
NBNORG0000049877,Barbilophozia barbata,mature,4
NBNORG0000049878,Orthocaulis floerkei,mature,3
NBNORG0000049879,Barbilophozia hatcheri,mature,4
NBNORG0000049880,Barbilophozia kunzeana,mature,5
NBNORG0000049881,Barbula,mature,2
NBNORG0000049882,Bartramia aprica,mature,4
NBNORG0000049884,Bazzania,mature,2
NBNORG0000049885,Bazzania tricrenata,mature,4
NBNORG0000049886,Bazzania trilobata,mature,1
NBNORG0000049887,Blasia,mature,1
NBNORG0000049889,Blepharostoma,mature,4
NBNORG0000049890,Blepharostoma trichophyllum,mature,4
NBNORG0000049891,Blindia,mature,2
NBNORG0000049892,Blindia acuta,mature,2
NBNORG0000049893,Blindia caespiticia,mature,5
NBNORG0000049894,Brachydontium,mature,4
NBNORG0000049895,Brachydontium trichodes,mature,4
NBNORG0000049897,Brachythecium,mature,2
NBNORG0000049898,Brachythecium albicans,mature,2
NBNORG0000049900,Brachythecium erythrorrhizon,mature,5
NBNORG0000049901,Sciuro-hypnum glaciale,mature,5
NBNORG0000049902,Brachythecium glareosum,mature,4
NBNORG0000049903,Brachythecium mildeanum,mature,4
NBNORG0000049904,Sciuro-hypnum reflexum,mature,4
NBNORG0000049905,Brachythecium rivulare,mature,3
NBNORG0000049906,Brachythecium rutabulum,mature,1
NBNORG0000049907,Brachythecium salebrosum,mature,4
NBNORG0000049908,Sciuro-hypnum starkei,mature,4
NBNORG0000049909,Brachytheciastrum trachypodium,mature,5
NBNORG0000049910,Breutelia,mature,1
NBNORG0000049911,Breutelia chrysocoma,mature,1
NBNORG0000049913,Bryoerythrophyllum,mature,4
NBNORG0000049914,Bryoerythrophyllum caledonicum,mature,5
NBNORG0000049915,Bryoerythrophyllum ferruginascens,mature,4
NBNORG0000049916,Bryoerythrophyllum recurvirostrum,mature,2
NBNORG0000049917,Bryum,mature,1
NBNORG0000049918,Bryum algovicum,mature,4
NBNORG0000049920,Bryum alpinum,mature,1
NBNORG0000049921,Bryum archangelicum,mature,4
NBNORG0000049922,Bryum arcticum,mature,5
NBNORG0000049924,Bryum bornholmense,mature,4
NBNORG0000049927,Bryum creberrimum,mature,5
NBNORG0000049928,Bryum cyclophyllum,mature,5
NBNORG0000049930,Bryum dixonii,mature,5
NBNORG0000049932,Bryum dyffrynense,mature,5
NBNORG0000049934,Bryum gemmiferum,mature,1
NBNORG0000049935,Bryum gemmilucens,mature,4
NBNORG0000049937,Bryum intermedium,mature,4
NBNORG0000049938,Bryum klinggraeffii,mature,3
NBNORG0000049941,Bryum marratii,mature,5
NBNORG0000049942,Bryum muehlenbeckii,mature,5
NBNORG0000049944,Bryum pseudotriquetrum,mature,1
NBNORG0000049945,Bryum pseudotriquetrum var. bimum,mature,4
NBNORG0000049947,Bryum riparium,mature,4
NBNORG0000049948,Bryum salinum,mature,5
NBNORG0000049949,Bryum sauteri,mature,3
NBNORG0000049950,Bryum schleicheri,mature,5
NBNORG0000049951,Bryum torquescens,mature,4
NBNORG0000049952,Bryum turbinatum,mature,5
NBNORG0000049953,Bryum uliginosum,mature,5
NBNORG0000049954,Bryum warneum,mature,4
NBNORG0000049955,Buxbaumia,mature,1
NBNORG0000049956,Buxbaumia viridis,mature,2
NBNORG0000049959,Calliergon,mature,4
NBNORG0000049960,Drepanocladus trifarius,mature,4
NBNORG0000049961,Calliergonella,mature,2
NBNORG0000049962,Calypogeia,mature,2
NBNORG0000049963,Calypogeia arguta,mature,1
NBNORG0000049964,Calypogeia muelleriana,mature,3
NBNORG0000049965,Calypogeia neesiana,mature,5
NBNORG0000049966,Calypogeia sphagnicola,mature,4
NBNORG0000049967,Calypogeia suecica,mature,5
NBNORG0000049969,Calyptrochaeta,mature,5
NBNORG0000049970,Calyptrochaeta apiculata,mature,5
NBNORG0000049971,Campyliadelphus,mature,4
NBNORG0000049972,Campylium,mature,2
NBNORG0000049974,Campylium protensum,mature,4
NBNORG0000049975,Campylium stellatum s.str.,mature,4
NBNORG0000049976,Campylophyllum,mature,4
NBNORG0000049977,Campylophyllopsis calcarea,mature,4
NBNORG0000049978,Campylophyllum halleri,mature,4
NBNORG0000049979,Campylopus,mature,2
NBNORG0000049982,Campylopus brevipilus,mature,4
NBNORG0000049983,Campylopus flexuosus,mature,1
NBNORG0000049984,Campylopus fragilis,mature,4
NBNORG0000049987,Campylopus setifolius,mature,4
NBNORG0000049988,Campylopus shawii,mature,4
NBNORG0000049989,Campylopus subulatus,mature,4
NBNORG0000049990,Campylostelium,mature,4
NBNORG0000049991,Campylostelium saxicola,mature,4
NBNORG0000049993,Catoscopium,mature,1
NBNORG0000049994,Cephalozia,mature,3
NBNORG0000049995,Cephalozia ambigua,mature,5
NBNORG0000049996,Cephalozia bicuspidata,mature,3
NBNORG0000049997,Cephalozia catenulata,mature,4
NBNORG0000049998,Cephalozia crassifolia,mature,5
NBNORG0000049999,Cephalozia lunulifolia,mature,4
NBNORG0000050000,Cephalozia macrostachya var. macrostachya,mature,5
NBNORG0000050001,Cephalozia macrostachya var. spiniflora,mature,5
NBNORG0000050002,Cephalozia pleniceps,mature,4
NBNORG0000050004,Cephaloziella,mature,3
NBNORG0000050005,Cephaloziella calyculata,mature,5
NBNORG0000050006,Cephaloziella dentata,mature,5
NBNORG0000050007,Cephaloziella elachista,mature,5
NBNORG0000050008,Cephaloziella massalongoi,mature,5
NBNORG0000050009,Cephaloziella nicholsonii,mature,5
NBNORG0000050010,Cephaloziella spinigera,mature,5
NBNORG0000050011,Cephaloziella stellulifera,mature,5
NBNORG0000050012,Cephaloziella turneri,mature,4
NBNORG0000050014,Ceratodon,mature,1
NBNORG0000050015,Ceratodon conicus,mature,5
NBNORG0000050016,Cheilothela,mature,4
NBNORG0000050017,Cheilothela chloropus,mature,4
NBNORG0000050019,Chenia leptophylla,mature,4
NBNORG0000050020,Chiloscyphus,mature,2
NBNORG0000050021,Chiloscyphus pallescens,mature,4
NBNORG0000050023,Cinclidium,mature,4
NBNORG0000050024,Cinclidotus,mature,2
NBNORG0000050025,Cinclidotus riparius,mature,5
NBNORG0000050026,Cirriphyllum,mature,2
NBNORG0000050027,Cladopodiella,mature,4
NBNORG0000050028,Odontoschisma fluitans,mature,4
NBNORG0000050029,Odontoschisma francisci,mature,4
NBNORG0000050032,Climacium,mature,1
NBNORG0000050033,Climacium dendroides,mature,1
NBNORG0000050034,Geocalyx,mature,5
NBNORG0000050035,Glyphomitrium,mature,4
NBNORG0000050036,Gongylanthus,mature,5
NBNORG0000050037,Grimmia,mature,2
NBNORG0000050038,Grimmia anodon,mature,5
NBNORG0000050039,Grimmia atrata,mature,4
NBNORG0000050041,Lophocolea,mature,1
NBNORG0000050043,Lophocolea bispinosa,mature,4
NBNORG0000050044,Lophocolea fragrans,mature,4
NBNORG0000050045,Lophocolea heterophylla,mature,1
NBNORG0000050046,Lophozia,mature,4
NBNORG0000050047,Isopaches bicrenatus,mature,4
NBNORG0000050050,Marsupella funckii,mature,4
NBNORG0000050051,Marsupella sparsifolia,mature,5
NBNORG0000050052,Marsupella sphacelata,mature,5
NBNORG0000050053,Marsupella sprucei,mature,4
NBNORG0000050054,Mastigophora,mature,4
NBNORG0000050055,Meesia,mature,4
NBNORG0000050056,Meesia triquetra,mature,5
NBNORG0000050058,Metzgeria,mature,1
NBNORG0000050059,Cololejeunea,mature,4
NBNORG0000050060,Cololejeunea calcarea,mature,4
NBNORG0000050061,Myriocoleopsis minutissima,mature,1
NBNORG0000050062,Cololejeunea rossettiana,mature,4
NBNORG0000050063,Colura,mature,1
NBNORG0000050064,Colura calyptrifolia,mature,1
NBNORG0000050065,Conardia,mature,4
NBNORG0000050066,Conardia compacta,mature,4
NBNORG0000050068,Conocephalum,mature,1
NBNORG0000050069,Conocephalum conicum s.str.,mature,4
NBNORG0000050070,Conostomum,mature,4
NBNORG0000050071,Coscinodon,mature,4
NBNORG0000050072,Cratoneuron,mature,2
NBNORG0000050073,Cryphaea,mature,1
NBNORG0000050074,Cryphaea heteromalla,mature,1
NBNORG0000050075,Dendrocryphaea lamyana,mature,4
NBNORG0000050078,Ctenidium,mature,1
NBNORG0000050082,Pseudostereodon procerrimus,mature,5
NBNORG0000050083,Cyclodictyon,mature,2
NBNORG0000050084,Cyclodictyon laetevirens,mature,2
NBNORG0000050085,Cynodontium,mature,4
NBNORG0000050086,Cynodontium bruntonii,mature,4
NBNORG0000050087,Cynodontium jenneri,mature,4
NBNORG0000050088,Cynodontium strumiferum,mature,5
NBNORG0000050089,Cynodontium tenellum,mature,5
NBNORG0000050090,Daltonia,mature,1
NBNORG0000050091,Daltonia splachnoides,mature,1
NBNORG0000050093,Dialytrichia,mature,2
NBNORG0000050094,Dichodontium,mature,2
NBNORG0000050095,Dichodontium flavescens,mature,4
NBNORG0000050097,Dicranella,mature,2
NBNORG0000050098,Dichodontium palustre,mature,1
NBNORG0000050099,Dicranella rufescens,mature,1
NBNORG0000050100,Dicranella staphylina,mature,2
NBNORG0000050101,Dicranodontium,mature,4
NBNORG0000050102,Dicranodontium denudatum,mature,4
NBNORG0000050103,Dicranodontium uncinatum,mature,4
NBNORG0000050104,Dicranoweisia,mature,2
NBNORG0000050105,Dicranum,mature,2
NBNORG0000050106,Dicranum undulatum,mature,4
NBNORG0000050107,Dicranum bonjeanii,mature,4
NBNORG0000050108,Dicranum scottianum,mature,4
NBNORG0000050109,Dicranodontium subporodictyon,mature,5
NBNORG0000050110,Dicranum tauricum,mature,2
NBNORG0000050111,Didymodon,mature,2
NBNORG0000050112,Didymodon fallax,mature,2
NBNORG0000050115,Didymodon tomaculosus,mature,3
NBNORG0000050116,Didymodon umbrosus,mature,4
NBNORG0000050117,Didymodon vinealis,mature,2
NBNORG0000050118,Diphyscium,mature,1
NBNORG0000050119,Diphyscium foliosum,mature,1
NBNORG0000050120,Diplophyllum,mature,1
NBNORG0000050121,Diplophyllum albicans,mature,1
NBNORG0000050122,Diplophyllum obtusifolium,mature,4
NBNORG0000050123,Diplophyllum taxifolium,mature,5
NBNORG0000050125,Discelium,mature,1
NBNORG0000050126,Distichium,mature,1
NBNORG0000050127,Distichium capillaceum,mature,4
NBNORG0000050128,Distichium inclinatum,mature,4
NBNORG0000050129,Ditrichum,mature,4
NBNORG0000050130,Flexitrichum flexicaule,mature,5
NBNORG0000050131,Ditrichum heteromallum,mature,1
NBNORG0000050135,Douinia,mature,4
NBNORG0000050136,Douinia ovata,mature,4
NBNORG0000050137,Drepanocladus,mature,4
NBNORG0000050138,Drepanocladus polygamus,mature,4
NBNORG0000050139,Drepanolejeunea,mature,3
NBNORG0000050140,Drepanolejeunea hamatifolia,mature,3
NBNORG0000050141,Dumortiera,mature,4
NBNORG0000050142,Encalypta,mature,1
NBNORG0000050143,Encalypta brevicolla,mature,5
NBNORG0000050146,Entodon,mature,4
NBNORG0000050148,Entosthodon,mature,2
NBNORG0000050149,Entosthodon fascicularis,mature,4
NBNORG0000050150,Entosthodon fascicularis or Physcomitrium pyriforme,mature,6
NBNORG0000050152,Ephemerum,mature,1
NBNORG0000050153,Ephemerum recurvifolium,mature,4
NBNORG0000050156,Ephemerum crassinervium subsp. sessile,mature,4
NBNORG0000050157,Ephemerum spinulosum,mature,5
NBNORG0000050159,Epipterygium,mature,2
NBNORG0000050160,Eremonotus,mature,5
NBNORG0000050161,Eremonotus myriocarpus,mature,5
NBNORG0000050162,Eucladium,mature,2
NBNORG0000050163,Eucladium verticillatum,mature,2
NBNORG0000050164,Eurhynchium,mature,2
NBNORG0000050165,Cirriphyllum crassinervium,mature,4
NBNORG0000050166,Plasteurhynchium meridionale,mature,4
NBNORG0000050167,Kindbergia praelonga,mature,1
NBNORG0000050169,Microeurhynchium pumilum,mature,3
NBNORG0000050170,Oxyrrhynchium schleicheri,mature,4
NBNORG0000050171,Plasteurhynchium striatulum,mature,4
NBNORG0000050172,Fissidens,mature,1
NBNORG0000050173,Fissidens crassipes,mature,4
NBNORG0000050174,Fissidens curvatus,mature,4
NBNORG0000050175,Fissidens gracilifolius,mature,4
NBNORG0000050176,Fissidens polyphyllus,mature,1
NBNORG0000050177,Fissidens pusillus,mature,4
NBNORG0000050178,Fissidens rivularis,mature,4
NBNORG0000050179,Fissidens rufulus,mature,4
NBNORG0000050184,Fontinalis,mature,1
NBNORG0000050185,Fontinalis antipyretica var. antipyretica,mature,4
NBNORG0000050189,Fossombronia,mature,1
NBNORG0000050190,Fossombronia maritima,mature,4
NBNORG0000050191,Fossombronia wondraczekii,mature,3
NBNORG0000050193,Frullania,mature,1
NBNORG0000050194,Frullania dilatata,mature,2
NBNORG0000050195,Frullania fragilifolia,mature,4
NBNORG0000050196,Frullania microphylla,mature,4
NBNORG0000050197,Frullania microphylla var. microphylla,mature,4
NBNORG0000050198,Frullania tamarisci,mature,3
NBNORG0000050199,Frullania teneriffae,mature,4
NBNORG0000050201,Funaria,mature,1
NBNORG0000050202,Entosthodon muhlenbergii,mature,4
NBNORG0000050203,Entosthodon pulchellus,mature,4
NBNORG0000050206,Protolophozia herzogiana,mature,5
NBNORG0000050207,Schistochilopsis incisa,mature,4
NBNORG0000050208,Obtusifolium obtusum,mature,4
NBNORG0000050209,Schistochilopsis opacifolia,mature,5
NBNORG0000050210,Oleolophozia perssonii,mature,4
NBNORG0000050211,Barbilophozia sudetica,mature,4
NBNORG0000050212,Lophozia ventricosa,mature,1
NBNORG0000050214,Lunularia,mature,1
NBNORG0000050215,Lunularia cruciata,mature,1
NBNORG0000050217,Marchantia,mature,1
NBNORG0000050218,Marchantia polymorpha,mature,1
NBNORG0000050221,Marchesinia,mature,4
NBNORG0000050222,Marchesinia mackaii,mature,4
NBNORG0000050223,Marsupella,mature,4
NBNORG0000050224,Gymnomitrion adustum,mature,5
NBNORG0000050225,Gymnomitrion alpinum,mature,5
NBNORG0000050226,Marsupella arctica,mature,5
NBNORG0000050227,Marsupella boeckii,mature,5
NBNORG0000050228,Gymnomitrion brevissimum,mature,5
NBNORG0000050229,Marsupella condensata,mature,5
NBNORG0000050231,Marsupella aquatica,mature,4
NBNORG0000050233,Grimmia ramondii,mature,4
NBNORG0000050234,Grimmia decipiens,mature,4
NBNORG0000050235,Grimmia elatior,mature,5
NBNORG0000050236,Grimmia elongata,mature,4
NBNORG0000050237,Grimmia funalis,mature,4
NBNORG0000050238,Grimmia montana,mature,5
NBNORG0000050239,Grimmia orbicularis,mature,4
NBNORG0000050241,Grimmia tergestina,mature,5
NBNORG0000050242,Grimmia torquata,mature,4
NBNORG0000050243,Grimmia unicolor,mature,5
NBNORG0000050245,Gymnocolea,mature,1
NBNORG0000050246,Gymnocolea inflata subsp. acutiloba,mature,5
NBNORG0000050247,Gymnocolea inflata subsp. inflata,mature,1
NBNORG0000050249,Gymnomitrion,mature,4
NBNORG0000050250,Marsupella apiculata,mature,5
NBNORG0000050251,Gymnomitrion concinnatum,mature,4
NBNORG0000050252,Gymnomitrion crenulatum,mature,4
NBNORG0000050253,Gymnomitrion obtusum,mature,4
NBNORG0000050254,Gymnostomum,mature,4
NBNORG0000050256,Gyroweisia,mature,4
NBNORG0000050257,Habrodon,mature,4
NBNORG0000050258,Hamatocaulis,mature,4
NBNORG0000050259,Hamatocaulis vernicosus,mature,4
NBNORG0000050261,Haplomitrium,mature,4
NBNORG0000050262,Harpalejeunea,mature,4
NBNORG0000050263,Harpanthus,mature,4
NBNORG0000050264,Harpanthus scutatus,mature,4
NBNORG0000050265,Hedwigia,mature,1
NBNORG0000050266,Hedwigia ciliata var. ciliata,mature,4
NBNORG0000050267,Hedwigia ciliata var. leucophaea,mature,4
NBNORG0000050268,Hedwigia stellata,mature,3
NBNORG0000050270,Helodium,mature,5
NBNORG0000050271,Helodium blandowii,mature,5
NBNORG0000050272,Hennediella,mature,2
NBNORG0000050273,Hennediella macrophylla,mature,4
NBNORG0000050275,Herbertus,mature,1
NBNORG0000050276,Herbertus aduncus,mature,1
NBNORG0000050279,Herbertus stramineus,mature,4
NBNORG0000050280,Herzogiella,mature,4
NBNORG0000050281,Herzogiella seligeri,mature,4
NBNORG0000050282,Herzogiella striatella,mature,4
NBNORG0000050283,Heterocladium,mature,2
NBNORG0000050284,Heterocladiella dimorpha,mature,5
NBNORG0000050285,Heterocladium heteropterum s.l.,mature,2
NBNORG0000050286,Heterocladium flaccidum,mature,2
NBNORG0000050287,Heterocladium heteropterum s.str.,mature,2
NBNORG0000050288,Heterocladium wulfsbergii,mature,4
NBNORG0000050289,Homalia,mature,1
NBNORG0000050290,Homalia trichomanoides,mature,1
NBNORG0000050291,Homalothecium,mature,2
NBNORG0000050292,Homalothecium lutescens,mature,2
NBNORG0000050293,Homalothecium sericeum,mature,1
NBNORG0000050294,Homomallium,mature,5
NBNORG0000050295,Hookeria,mature,1
NBNORG0000050297,Hygrobiella,mature,4
NBNORG0000050298,Hygrohypnum,mature,3
NBNORG0000050299,Pseudohygrohypnum eugyrium,mature,4
NBNORG0000050302,Hygrohypnella ochracea,mature,4
NBNORG0000050303,Hylocomium,mature,1
NBNORG0000050304,Loeskeobryum brevirostre,mature,1
NBNORG0000050305,Hylocomium splendens,mature,1
NBNORG0000050306,Hylocomiastrum umbratum,mature,4
NBNORG0000050307,Hymenostylium,mature,4
NBNORG0000050308,Hymenostylium recurvirostrum var. insigne,mature,4
NBNORG0000050309,Hymenostylium recurvirostrum,mature,4
NBNORG0000050310,Hyocomium,mature,1
NBNORG0000050311,Hyocomium armoricum,mature,1
NBNORG0000050313,Hypnum,mature,3
NBNORG0000050314,Hypnum andoi,mature,4
NBNORG0000050315,Hypnum cupressiforme s.str.,mature,1
NBNORG0000050316,Stereodon hamulosus,mature,4
NBNORG0000050317,Hypnum jutlandicum,mature,1
NBNORG0000050319,Isopterygiopsis,mature,4
NBNORG0000050320,Isopterygiopsis muelleriana,mature,4
NBNORG0000050321,Isopterygiopsis pulchella,mature,4
NBNORG0000050322,Isothecium,mature,1
NBNORG0000050323,Isothecium alopecuroides,mature,1
NBNORG0000050324,Isothecium interludens,mature,4
NBNORG0000050326,Jamesoniella,mature,4
NBNORG0000050327,Biantheridion undulifolium,mature,5
NBNORG0000050328,Jubula,mature,1
NBNORG0000050329,Jubula hutchinsiae,mature,1
NBNORG0000050332,Jungermannia atrovirens,mature,4
NBNORG0000050334,Solenostoma gracillimum,mature,4
NBNORG0000050335,Solenostoma hyalinum,mature,4
NBNORG0000050336,Solenostoma subellipticum,mature,5
NBNORG0000050338,Kiaeria,mature,4
NBNORG0000050339,Kiaeria blyttii,mature,4
NBNORG0000050340,Kiaeria falcata,mature,4
NBNORG0000050341,Kiaeria glacialis,mature,4
NBNORG0000050342,Kiaeria starkei,mature,4
NBNORG0000050343,Kurzia,mature,2
NBNORG0000050344,Kurzia sylvatica,mature,4
NBNORG0000050345,Kurzia trichoclados,mature,4
NBNORG0000050347,Mesoptychia collaris,mature,4
NBNORG0000050348,Mesoptychia badensis,mature,4
NBNORG0000050349,Mesoptychia fitzgeraldiae,mature,5
NBNORG0000050350,Mesoptychia gillmanii var. gillmanii,mature,5
NBNORG0000050351,Mesoptychia heterocolpos,mature,4
NBNORG0000050352,Mesoptychia rutheana s.l.,mature,5
NBNORG0000050354,Mesoptychia turbinata,mature,3
NBNORG0000050355,Lejeunea,mature,2
NBNORG0000050356,Lejeunea hibernica,mature,5
NBNORG0000050357,Lejeunea mandonii,mature,5
NBNORG0000050360,Lepidozia,mature,1
NBNORG0000050361,Lepidozia cupressina,mature,2
NBNORG0000050362,Lepidozia reptans,mature,1
NBNORG0000050364,Leptobarbula,mature,4
NBNORG0000050365,Leptobryum,mature,1
NBNORG0000050366,Leptobryum pyriforme,mature,1
NBNORG0000050367,Leptodictyum,mature,1
NBNORG0000050368,Leptodon,mature,1
NBNORG0000050369,Neckera smithii,mature,1
NBNORG0000050370,Leptodontium,mature,2
NBNORG0000050371,Leptoscyphus,mature,4
NBNORG0000050372,Lescuraea,mature,5
NBNORG0000050373,Lescuraea saxicola,mature,5
NBNORG0000050374,Leskea,mature,1
NBNORG0000050377,Leucobryum,mature,1
NBNORG0000050378,Leucobryum glaucum sensu Smith (2004),mature,1
NBNORG0000050380,Leucodon,mature,1
NBNORG0000050384,Metzgeria furcata,mature,1
NBNORG0000050386,Microbryum,mature,2
NBNORG0000050387,Microlejeunea,mature,2
NBNORG0000050388,Microlejeunea ulicina,mature,2
NBNORG0000050389,Micromitrium,mature,4
NBNORG0000050390,Micromitrium tenerum,mature,4
NBNORG0000050391,Mielichhoferia,mature,5
NBNORG0000050392,Mielichhoferia elongata,mature,5
NBNORG0000050394,Mnium,mature,1
NBNORG0000050395,Mnium marginatum var. marginatum,mature,4
NBNORG0000050396,Moerckia,mature,4
NBNORG0000050397,Moerckia blyttii,mature,4
NBNORG0000050398,Moerckia hibernica s.str.,mature,5
NBNORG0000050399,Molendoa,mature,4
NBNORG0000050400,Mylia,mature,1
NBNORG0000050401,Mylia anomala,mature,1
NBNORG0000050402,Mylia taylorii,mature,1
NBNORG0000050403,Myrinia,mature,4
NBNORG0000050405,Myurella,mature,4
NBNORG0000050409,Myurium,mature,1
NBNORG0000050410,Nardia,mature,4
NBNORG0000050411,Nardia compressa,mature,4
NBNORG0000050412,Nardia scalaris,mature,4
NBNORG0000050413,Neckera,mature,1
NBNORG0000050414,Neckera complanata,mature,1
NBNORG0000050416,Nowellia,mature,1
NBNORG0000050418,Fissidens fontanus,mature,2
NBNORG0000050419,Odontoschisma,mature,2
NBNORG0000050420,Odontoschisma denudatum,mature,4
NBNORG0000050421,Odontoschisma elongatum,mature,5
NBNORG0000050422,Odontoschisma macounii,mature,5
NBNORG0000050423,Odontoschisma sphagni,mature,1
NBNORG0000050425,Oedipodium,mature,1
NBNORG0000050426,Oligotrichum,mature,2
NBNORG0000050427,Oncophorus,mature,4
NBNORG0000050428,Orthodontium,mature,1
NBNORG0000050429,Orthodontium gracile,mature,5
NBNORG0000050430,Orthothecium,mature,2
NBNORG0000050431,Orthothecium intricatum,mature,2
NBNORG0000050432,Orthothecium rufescens,mature,1
NBNORG0000050434,Orthotrichum,mature,1
NBNORG0000050437,Pulvigera lyellii,mature,1
NBNORG0000050438,Orthotrichum pulchellum,mature,1
NBNORG0000050439,Orthotrichum rivulare,mature,4
NBNORG0000050440,Lewinskya speciosa,mature,4
NBNORG0000050441,Orthotrichum sprucei,mature,4
NBNORG0000050442,Phaeoceros,mature,1
NBNORG0000050443,Philonotis,mature,1
NBNORG0000050444,Philonotis caespitosa,mature,5
NBNORG0000050445,Philonotis calcarea,mature,4
NBNORG0000050446,Philonotis cernua,mature,4
NBNORG0000050447,Philonotis tomentella,mature,5
NBNORG0000050448,Physcomitrium,mature,2
NBNORG0000050449,Physcomitrium sphaericum,mature,4
NBNORG0000050452,Plagiobryum,mature,2
NBNORG0000050453,Plagiochila,mature,1
NBNORG0000050454,Plagiochila asplenioides,mature,4
NBNORG0000050455,Plagiochila heterophylla,mature,5
NBNORG0000050457,Plagiochila exigua,mature,4
NBNORG0000050458,Plagiochila bifaria,mature,4
NBNORG0000050459,Plagiochila porelloides var. norvegica,mature,5
NBNORG0000050460,Plagiochila porelloides var. porelloides,mature,4
NBNORG0000050461,Plagiochila punctata,mature,4
NBNORG0000050462,Plagiochila spinulosa s.str.,mature,4
NBNORG0000050464,Plagiomnium,mature,1
NBNORG0000050465,Plagiomnium affine,mature,4
NBNORG0000050466,Plagiomnium cuspidatum,mature,4
NBNORG0000050467,Plagiomnium elatum,mature,4
NBNORG0000050468,Plagiomnium ellipticum,mature,4
NBNORG0000050469,Plagiomnium medium,mature,4
NBNORG0000050470,Plagiomnium rostratum,mature,4
NBNORG0000050471,Plagiomnium undulatum,mature,1
NBNORG0000050472,Plagiopus,mature,4
NBNORG0000050474,Plagiothecium,mature,2
NBNORG0000050475,Plagiothecium cavifolium,mature,4
NBNORG0000050476,Plagiothecium curvifolium,mature,4
NBNORG0000050477,Plagiothecium denticulatum,mature,4
NBNORG0000050479,Plagiothecium denticulatum var. obtusifolium,mature,4
NBNORG0000050480,Plagiothecium laetum,mature,4
NBNORG0000050481,Plagiothecium latebricola,mature,4
NBNORG0000050482,Plagiothecium nemorale,mature,4
NBNORG0000050483,Plagiothecium piliferum,mature,5
NBNORG0000050484,Plagiothecium succulentum,mature,4
NBNORG0000050485,Plagiothecium undulatum,mature,1
NBNORG0000050486,Platydictya,mature,4
NBNORG0000050487,Platydictya jungermannioides,mature,4
NBNORG0000050488,Platygyrium,mature,4
NBNORG0000050489,Platygyrium repens,mature,4
NBNORG0000050490,Pleuridium,mature,1
NBNORG0000050491,Pleuridium subulatum,mature,4
NBNORG0000050492,Pleurochaete,mature,4
NBNORG0000050493,Pleurocladula,mature,4
NBNORG0000050494,Pleurozia,mature,1
NBNORG0000050496,Pleurozium,mature,1
NBNORG0000050497,Pleurozium schreberi,mature,1
NBNORG0000050498,Pogonatum,mature,1
NBNORG0000050499,Pohlia,mature,2
NBNORG0000050500,Pohlia andalusica,mature,5
NBNORG0000050501,Pohlia camptotrachela,mature,4
NBNORG0000050502,Pohlia drummondii,mature,4
NBNORG0000050503,Pohlia elongata var. elongata,mature,4
NBNORG0000050504,Pohlia filum,mature,4
NBNORG0000050505,Pohlia flexuosa,mature,4
NBNORG0000050506,Pohlia lescuriana,mature,4
NBNORG0000050507,Pohlia ludwigii,mature,4
NBNORG0000050508,Pohlia lutescens,mature,4
NBNORG0000050509,Pohlia melanodon,mature,2
NBNORG0000050510,Pohlia obtusifolia,mature,4
NBNORG0000050511,Pohlia wahlenbergii,mature,2
NBNORG0000050512,Pohlia wahlenbergii var. calcarea,mature,4
NBNORG0000050513,Pohlia wahlenbergii var. glacialis,mature,4
NBNORG0000050514,Pohlia wahlenbergii var. wahlenbergii,mature,4
NBNORG0000050516,Polytrichum,mature,2
NBNORG0000050517,Polytrichum commune s.str.,mature,4
NBNORG0000050518,Polytrichastrum sexangulare,mature,2
NBNORG0000050519,Polytrichum strictum,mature,1
NBNORG0000050521,Porella obtusata,mature,4
NBNORG0000050523,Pallavicinia,mature,4
NBNORG0000050525,Paludella,mature,1
NBNORG0000050526,Palustriella,mature,2
NBNORG0000050527,Palustriella commutata s.str.,mature,1
NBNORG0000050528,Paraleptodontium,mature,4
NBNORG0000050529,Chionoloma recurvifolium,mature,4
NBNORG0000050530,Paraleucobryum,mature,5
NBNORG0000050531,Pedinophyllum,mature,5
NBNORG0000050532,Pellia,mature,2
NBNORG0000050533,Pellia endiviifolia,mature,1
NBNORG0000050534,Pellia epiphylla,mature,1
NBNORG0000050535,Pellia neesiana,mature,4
NBNORG0000050537,Petalophyllum,mature,2
NBNORG0000050538,Petalophyllum ralfsii,mature,2
NBNORG0000050539,Rhynchostegium,mature,2
NBNORG0000050540,Rhynchostegium alopecuroides,mature,4
NBNORG0000050541,Rhynchostegium confertum,mature,2
NBNORG0000050542,Rhynchostegium megapolitanum,mature,4
NBNORG0000050543,Rhynchostegium murale,mature,1
NBNORG0000050544,Rhynchostegium riparioides,mature,2
NBNORG0000050545,Rhynchostegium rotundifolium,mature,5
NBNORG0000050547,Rhytidiadelphus,mature,1
NBNORG0000050548,Rhytidiadelphus subpinnatus,mature,5
NBNORG0000050549,Rhytidium,mature,1
NBNORG0000050550,Riccardia,mature,2
NBNORG0000050551,Riccardia multifida,mature,3
NBNORG0000050552,Riccia,mature,1
NBNORG0000050553,Riccia cavernosa,mature,4
NBNORG0000050554,Riccia crystallina,mature,4
NBNORG0000050555,Riccia fluitans,mature,3
