taxon,tvk,km100,km10,coord_system
Chorthippus brunneus,NBNSYS0000006842,ST,00 01 02 03 04 06 07 08 09 10 11 12 13 14 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Chorthippus brunneus,NBNSYS0000006842,SU,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Chorthippus brunneus,NBNSYS0000006842,SV,80 81 90 91,OSGB
Chorthippus brunneus,NBNSYS0000006842,SW,21 32 33 42 43 44 52 53 54 61 62 63 64 65 71 72 73 74 75 76 81 82 83 84 85 86 87 93 94 95 96 97 98,OSGB
Chorthippus brunneus,NBNSYS0000006842,SX,03 04 05 06 07 08 09 14 15 16 17 18 19 25 26 27 28 29 33 35 36 37 38 39 44 45 46 47 48 49 54 55 56 57 58 59 63 64 65 66 67 68 69 73 74 75 76 77 78 79 83 84 85 86 87 88 89 94 95 96 97 98 99,OSGB
Chorthippus brunneus,NBNSYS0000006842,SY,07 08 09 18 19 28 29 38 39 48 49 58 59 66 67 68 69 77 78 79 87 88 89 97 98 99,OSGB
Chorthippus brunneus,NBNSYS0000006842,SZ,07 08 09 19 28 29 38 39 47 48 49 57 58 59 68 69 79 89 99,OSGB
Chorthippus brunneus,NBNSYS0000006842,TA,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 20 21 22 23 24 25 26 27 30 31 32 33 40 41 42,OSGB
Chorthippus brunneus,NBNSYS0000006842,TF,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 60 61 62 63 64 70 71 72 73 74 80 81 82 83 84 90 91 92 93 94,OSGB
Chorthippus brunneus,NBNSYS0000006842,TG,00 01 02 03 04 10 11 12 13 14 20 21 22 23 24 30 31 32 33 40 41 42 50 51,OSGB
Chorthippus brunneus,NBNSYS0000006842,TL,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Chorthippus brunneus,NBNSYS0000006842,TM,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 33 34 35 36 37 38 39 44 45 46 47 48 49 57 58 59,OSGB
Chorthippus brunneus,NBNSYS0000006842,TQ,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99,OSGB
Chorthippus brunneus,NBNSYS0000006842,TR,01 02 03 04 05 06 07 08 09 12 13 14 15 16 23 24 25 26 27 33 34 35 36 37 46 47,OSGB
Chorthippus brunneus,NBNSYS0000006842,TV,49 59 69 79,OSGB
Chorthippus parallelus,NBNSYS0000006843,HY,10 20 21 30 31,OSGB
Chorthippus parallelus,NBNSYS0000006843,NB,90 91,OSGB
Chorthippus parallelus,NBNSYS0000006843,NC,00 01 02 03 10 11 12 13 14 15 16 20 21 22 23 24 25 26 27 30 31 32 33 34 35 36 37 40 41 42 43 44 45 46 50 51 52 53 54 55 56 60 61 62 63 64 65 66 70 71 72 73 74 75 76 80 81 82 83 84 85 90 91 92 93 94,OSGB
Chorthippus parallelus,NBNSYS0000006843,ND,01 02 03 05 06 07 12 13 14 15 16 17 18 19 23 24 25 26 27 28 29 33 34 35 36 37 38 39,OSGB
Chorthippus parallelus,NBNSYS0000006843,NG,10 13 14 15 20 23 24 25 26 30 31 32 33 34 35 36 37 40 41 42 43 44 45 46 47 50 51 52 53 54 55 56 60 61 62 63 64 65 66 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Chorthippus parallelus,NBNSYS0000006843,NH,00 01 02 04 05 06 07 08 09 11 12 13 14 15 16 17 18 19 21 22 23 24 25 26 27 28 29 31 32 33 34 35 36 37 40 41 42 43 44 45 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 95 96 97 98,OSGB
Chorthippus parallelus,NBNSYS0000006843,NJ,00 01 02 05 06 10 11 15 16 17 20 21 22 25 26 27 30 31 32 35 36 40 41 42 43 44 45 46 50 51 52 53 54 55 56 60 61 62 63 64 65 66 70 71 72 73 74 80 81 82 83 84 90 91 92 93 94,OSGB
Chorthippus parallelus,NBNSYS0000006843,NK,02,OSGB
Chorthippus parallelus,NBNSYS0000006843,NM,04 05 14 15 16 19 21 22 23 24 25 26 29 31 32 33 34 35 37 38 39 40 41 42 43 44 45 46 47 48 49 52 53 54 55 56 57 59 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 90 91 92 93 94,OSGB
Chorthippus parallelus,NBNSYS0000006843,NN,00 01 02 03 04 06 07 08 10 11 12 13 14 16 17 18 20 21 22 23 24 25 26 27 28 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 99,OSGB
Chorthippus parallelus,NBNSYS0000006843,NO,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 27 28 29 30 31 32 33 34 35 37 38 39 40 41 42 43 44 45 47 48 49 51 52 53 54 55 58 59 64 65 66 67 68 69 74 75 76 77 78 79 86 87 88 89 99,OSGB
Chorthippus parallelus,NBNSYS0000006843,NR,15 16 24 25 26 27 33 34 35 36 37 38 44 45 46 47 48 50 51 56 57 58 59 60 61 62 67 68 69 70 71 72 73 74 75 77 78 79 82 83 84 85 87 88 89 92 93 94 95 96 97,OSGB
Chorthippus parallelus,NBNSYS0000006843,NS,00 01 02 03 04 05 06 07 10 14 15 16 17 18 19 20 21 22 27 28 29 30 31 32 37 38 39 40 41 48 49 50 51 60 61 68 69 70 71 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Chorthippus parallelus,NBNSYS0000006843,NT,00 01 02 03 04 05 06 07 08 09 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 60 61 62 63 64 65 66 67 68 70 73 74 75 76 77 80 81 82 83 90 91 92 93,OSGB
Chorthippus parallelus,NBNSYS0000006843,NU,00 01 02 03 10 11 12 13 20 21 22 23,OSGB
Chorthippus parallelus,NBNSYS0000006843,NW,95 96 97,OSGB
Chorthippus parallelus,NBNSYS0000006843,NX,03 04 05 06 07 08 09 13 14 15 16 17 18 19 23 24 25 26 27 28 29 33 34 35 36 37 38 39 43 44 45 46 47 48 49 54 55 56 57 58 59 64 65 66 67 68 69 74 75 76 77 78 79 84 85 86 87 88 89 90 91 92 93 95 96 97 98 99,OSGB
Chorthippus parallelus,NBNSYS0000006843,NY,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 30 31 32 33 34 35 36 37 38 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 75 76 77 78 79 80 81 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99,OSGB
Chorthippus parallelus,NBNSYS0000006843,NZ,01 02 03 04 05 06 07 08 09 11 12 13 14 15 16 17 18 19 23 24 25 26 29 40 41 42 50 51 52 60 61 62 70 71 80 81 90 91,OSGB
Chorthippus parallelus,NBNSYS0000006843,SD,08 09 17 18 19 20 21 23 24 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98,OSGB
Chorthippus parallelus,NBNSYS0000006843,SE,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Chorthippus parallelus,NBNSYS0000006843,SH,12 13 22 23 24 27 28 29 32 33 34 36 37 38 39 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 70 71 72 73 74 75 76 77 78 80 81 82 83 84 85 86 87 88 90 91 92 93 94 95 96 97 98,OSGB
Chorthippus parallelus,NBNSYS0000006843,SJ,00 01 02 03 04 05 06 07 08 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Chorthippus parallelus,NBNSYS0000006843,SK,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Chorthippus parallelus,NBNSYS0000006843,SM,60 62 70 71 72 73 80 81 82 83 84 90 91 92 93 94,OSGB
Chorthippus parallelus,NBNSYS0000006843,SN,00 01 02 03 04 10 11 12 13 14 15 20 21 22 23 24 25 30 31 32 33 34 35 36 40 41 42 43 44 45 46 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Chorthippus parallelus,NBNSYS0000006843,SO,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Chorthippus parallelus,NBNSYS0000006843,SP,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Chorthippus parallelus,NBNSYS0000006843,SR,89 99,OSGB
Chorthippus parallelus,NBNSYS0000006843,SS,09 10 11 19 20 21 22 30 31 32 38 39 40 41 42 43 44 48 49 50 51 52 53 54 58 59 60 61 62 63 64 68 69 70 71 72 73 74 75 77 78 79 80 81 82 83 84 87 88 89 90 91 92 93 94 96 97 98 99,OSGB
Chorthippus parallelus,NBNSYS0000006843,ST,00 01 02 03 04 06 07 08 09 10 11 12 13 14 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Chorthippus parallelus,NBNSYS0000006843,SU,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Chorthippus parallelus,NBNSYS0000006843,SW,21 32 33 42 43 44 52 53 54 61 62 63 64 65 71 72 73 74 75 76 81 82 83 84 85 86 87 93 94 95 96 97 98,OSGB
Chorthippus parallelus,NBNSYS0000006843,SX,03 04 05 06 07 08 09 14 15 16 17 18 19 25 26 27 28 29 33 35 36 37 38 39 44 45 46 47 48 49 54 55 56 57 58 59 63 64 65 66 67 68 69 73 74 75 76 77 78 79 83 84 85 86 87 88 89 94 95 96 97 98 99,OSGB
Chorthippus parallelus,NBNSYS0000006843,SY,07 08 09 18 19 28 29 38 39 48 49 58 59 66 67 68 69 77 78 79 87 88 89 97 98 99,OSGB
Chorthippus parallelus,NBNSYS0000006843,SZ,07 08 09 19 28 29 38 39 47 48 49 57 58 59 68 69 79 89 99,OSGB
Chorthippus parallelus,NBNSYS0000006843,TA,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 20 21 22 23 24 30 31 32 33 40 41 42,OSGB
Chorthippus parallelus,NBNSYS0000006843,TF,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 60 61 62 63 64 70 71 72 73 74 80 81 82 83 84 90 91 92 93 94,OSGB
Chorthippus parallelus,NBNSYS0000006843,TG,00 01 02 03 04 10 11 12 13 14 20 21 22 23 24 30 31 32 33 40 41 42 50 51,OSGB
Chorthippus parallelus,NBNSYS0000006843,TL,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Chorthippus parallelus,NBNSYS0000006843,TM,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 33 34 35 36 37 38 39 44 45 46 47 48 49 57 58 59,OSGB
Chorthippus parallelus,NBNSYS0000006843,TQ,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99,OSGB
Chorthippus parallelus,NBNSYS0000006843,TR,01 02 03 04 05 06 07 08 09 12 13 14 15 16 23 24 25 26 27 33 34 35 36 37 46 47,OSGB
Chorthippus parallelus,NBNSYS0000006843,TV,49 59 69 79,OSGB
Chorthippus vagans,NHMSYS0001387288,SU,00 01 10 11 20 30,OSGB
Chorthippus vagans,NHMSYS0001387288,SY,88 89 98 99,OSGB
Chorthippus vagans,NHMSYS0001387288,SZ,07 08 09 19,OSGB
Clitarchus hookeri,NBNSYS0000006813,SV,81 91,OSGB
Conocephalus discolor,NBNSYS0000006823,SD,20 21 30 31 32 40 41 42,OSGB
Conocephalus discolor,NBNSYS0000006823,SE,60 61 62 70 71 72 80 81 82 90 91,OSGB
Conocephalus discolor,NBNSYS0000006823,SK,03 04 05 10 11 12 13 14 15 20 21 22 23 24 25 30 31 32 33 34 35 36 40 41 42 43 44 45 46 47 48 50 51 52 53 54 55 56 57 58 60 61 62 63 64 65 66 67 68 70 71 72 73 74 75 79 80 81 82 83 89 90 91 92 99,OSGB
Conocephalus discolor,NBNSYS0000006823,SO,40 41 50 51 52 60 61 62 63 64 65 66 67 68 70 71 72 73 74 75 76 77 78 80 81 82 83 84 85 86 87 88 90 91 92 93 94 95 96 97 98,OSGB
Conocephalus discolor,NBNSYS0000006823,SP,00 01 02 03 04 05 06 07 08 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 68 69 70 71 72 73 74 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Conocephalus discolor,NBNSYS0000006823,SS,20 21 22 30 31 32 40 41 42 60 61 62 70 71 72 80 81 82 87 88 90 91 96 97 98 99,OSGB
Conocephalus discolor,NBNSYS0000006823,ST,00 06 07 08 09 10 11 12 13 16 17 18 19 20 21 22 23 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Conocephalus discolor,NBNSYS0000006823,SU,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Conocephalus discolor,NBNSYS0000006823,SV,80 81 90 91,OSGB
Conocephalus discolor,NBNSYS0000006823,SW,21 32 33 42 43 44 52 53 54 61 62 63 64 71 72 73 74 75 81 82 83 84 85 93 94 95 96,OSGB
Conocephalus discolor,NBNSYS0000006823,SX,04 05 06 14 15 16 25 26 33 35 36 44 45 46 54 55 56 65 66 67 68 69 73 74 75 76 77 78 79 83 84 85 86 87 88 89 94 95 96 97 98 99,OSGB
Conocephalus discolor,NBNSYS0000006823,SY,07 08 09 18 19 28 29 38 39 48 49 58 59 66 67 68 69 77 78 79 87 88 89 97 98 99,OSGB
Conocephalus discolor,NBNSYS0000006823,SZ,07 08 09 19 28 29 38 39 47 48 49 57 58 59 68 69 79 89 99,OSGB
Conocephalus discolor,NBNSYS0000006823,TF,00 01 02 10 11 12 20 21 22 23 24 30 31 32 33 34 40 41 42 43 44 50 51 52 53 54 60 61 62 63 64 70 71 72 73 74 80 81 82 83 84 90 91 92 93 94,OSGB
Conocephalus discolor,NBNSYS0000006823,TG,00 01 02 03 04 10 11 12 13 14 20 21 22 23 24 30 31 32 33 40 41 42 50 51,OSGB
Conocephalus discolor,NBNSYS0000006823,TL,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99,OSGB
Conocephalus discolor,NBNSYS0000006823,TM,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 33 34 35 36 37 38 39 44 45 46 47 48 49 57 58 59,OSGB
Conocephalus discolor,NBNSYS0000006823,TQ,00 01 02 03 04 05 06 07 08 09 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 91 92 93 94 95 96 97 98 99,OSGB
Conocephalus discolor,NBNSYS0000006823,TR,01 02 03 04 05 06 07 08 09 12 13 14 15 16 23 24 25 26 27 33 34 35 36 37 46 47,OSGB
Conocephalus discolor,NBNSYS0000006823,TV,49 59 69,OSGB
Conocephalus dorsalis,NBNSYS0000006824,NO,42,OSGB
Conocephalus dorsalis,NBNSYS0000006824,NX,84,OSGB
Conocephalus dorsalis,NBNSYS0000006824,SD,17 21 27 31 32 34 37 38 42 45 46 47,OSGB
Conocephalus dorsalis,NBNSYS0000006824,SE,31 71,OSGB
Conocephalus dorsalis,NBNSYS0000006824,SH,33 46 52 58,OSGB
Conocephalus dorsalis,NBNSYS0000006824,SK,21 36 42 50 53 59 60 80 89 90,OSGB
Conocephalus dorsalis,NBNSYS0000006824,SM,80 90 91,OSGB
Conocephalus dorsalis,NBNSYS0000006824,SN,00 01 03 20 30 31 40 50 68 69,OSGB
Conocephalus dorsalis,NBNSYS0000006824,SO,60 61 70 71 72 81 82 84 85 90,OSGB
Conocephalus dorsalis,NBNSYS0000006824,SP,01 06 11 17 30 40 41 50 51 59 89 92,OSGB
Conocephalus dorsalis,NBNSYS0000006824,SR,89 99,OSGB
Conocephalus dorsalis,NBNSYS0000006824,SS,42 43 48 49 53 58 59 69 78 79 88 89 93 94 97 98,OSGB
Conocephalus dorsalis,NBNSYS0000006824,ST,06 07 08 17 18 22 24 25 28 32 33 34 35 36 37 38 39 42 43 44 45 46 47 48 49 50 53 54 55 56 57 58 59 61 66 67 68 69 71 74 76 78 81 82 96,OSGB
Conocephalus dorsalis,NBNSYS0000006824,SU,00 01 04 09 10 11 12 13 20 21 22 24 28 29 30 31 32 33 38 39 40 41 42 46 49 50 51 56 57 58 60 62 65 66 67 68 70 73 76 77 80 83 84 85 86 87 88 90 91 93 94 95 96 97 98,OSGB
Conocephalus dorsalis,NBNSYS0000006824,SV,80 81 91,OSGB
Conocephalus dorsalis,NBNSYS0000006824,SW,61 72 83 85 86,OSGB
Conocephalus dorsalis,NBNSYS0000006824,SX,15 35 44 45 46 64 73 74 84 85 86 87 95 97 98 99,OSGB
Conocephalus dorsalis,NBNSYS0000006824,SY,08 19 29 58 67 68 78 87 88 89 98 99,OSGB
Conocephalus dorsalis,NBNSYS0000006824,SZ,07 08 09 19 29 38 39 47 48 49 57 58 59 68 69 79 89,OSGB
Conocephalus dorsalis,NBNSYS0000006824,TA,21 30 31 40 41,OSGB
Conocephalus dorsalis,NBNSYS0000006824,TF,22 33 34 41 42 43 44 45 49 52 55 56 57 60 61 62 63 64 70 71 72 74 80 81 82 83 84 90 91 92 94,OSGB
Conocephalus dorsalis,NBNSYS0000006824,TG,01 02 03 04 10 11 12 13 14 20 21 22 23 30 31 32 33 40 41 42 50 51,OSGB
Conocephalus dorsalis,NBNSYS0000006824,TL,03 04 13 16 17 18 20 27 28 30 31 37 39 41 47 48 50 52 55 56 57 66 68 69 72 76 77 78 79 80 88 89 90 91 92 98,OSGB
Conocephalus dorsalis,NBNSYS0000006824,TM,00 01 02 03 05 07 08 11 13 14 19 21 22 23 24 25 29 33 34 35 44 45 46 47 48 49 57 58 59,OSGB
Conocephalus dorsalis,NBNSYS0000006824,TQ,00 01 03 04 05 06 07 08 09 10 11 14 15 16 17 20 22 26 27 28 29 34 35 36 37 38 39 40 45 46 47 48 49 50 55 56 57 58 59 60 61 63 65 66 67 68 69 70 71 72 76 77 78 79 81 82 85 86 87 88 89 91 92 93 94 96 97 98 99,OSGB
Conocephalus dorsalis,NBNSYS0000006824,TR,01 02 04 06 07 09 13 15 16 23 26 35 36,OSGB
Conocephalus dorsalis,NBNSYS0000006824,TV,59,OSGB
Cosmoderus maculatus,NHMSYS0020978404,ST,09 17,OSGB
Decticus verrucivorus,NBNSYS0000006818,SU,06 30,OSGB
Decticus verrucivorus,NBNSYS0000006818,SY,98 99,OSGB
Decticus verrucivorus,NBNSYS0000006818,SZ,19 57,OSGB
Decticus verrucivorus,NBNSYS0000006818,TL,02,OSGB
Decticus verrucivorus,NBNSYS0000006818,TQ,21 30 41 50 76,OSGB
Decticus verrucivorus,NBNSYS0000006818,TR,24 34 35,OSGB
Ectobius lapponicus,NHMSYS0001387299,SO,50 60 61 62 71 91,OSGB
Ectobius lapponicus,NHMSYS0001387299,SP,16 50 75 85,OSGB
Ectobius lapponicus,NHMSYS0001387299,ST,04 81 92,OSGB
Ectobius lapponicus,NHMSYS0001387299,SU,00 10 11 13 20 21 22 24 26 30 31 40 46 47 50 51 56 57 60 61 62 66 71 72 73 77 80 81 82 83 84 85 86 90 91 92 93 94 95 96 97 98,OSGB
Ectobius lapponicus,NHMSYS0001387299,SW,73 86,OSGB
Ectobius lapponicus,NHMSYS0001387299,SX,15 73 96 97 99,OSGB
Ectobius lapponicus,NHMSYS0001387299,SY,08 09 18 28 39 49 88 98 99,OSGB
Ectobius lapponicus,NHMSYS0001387299,SZ,07 08 19 28 29 38 39 48 49 57 59 69,OSGB
Ectobius lapponicus,NHMSYS0001387299,TG,12,OSGB
Ectobius lapponicus,NHMSYS0001387299,TL,20,OSGB
Ectobius lapponicus,NHMSYS0001387299,TQ,00 01 02 03 04 05 06 07 10 14 15 16 17 21 23 24 29 32 43 49,OSGB
Ectobius pallidus,NHMSYS0001387300,SJ,49,OSGB
Ectobius pallidus,NHMSYS0001387300,SS,38 48 49 58 59 68,OSGB
Ectobius pallidus,NHMSYS0001387300,ST,60,OSGB
Ectobius pallidus,NHMSYS0001387300,SU,00 01 10 11 20 21 22 30 33 40 56 61 70 71 80 81 82 83 84 85 86 90 91 92 93 94,OSGB
Ectobius pallidus,NHMSYS0001387300,SW,62 83 93,OSGB
Ectobius pallidus,NHMSYS0001387300,SX,15 25 73 83 99,OSGB
Ectobius pallidus,NHMSYS0001387300,SY,09 28 39 66 67 68 77 78 79 87 88 89 97 98 99,OSGB
Ectobius pallidus,NHMSYS0001387300,SZ,07 08 09 19 47 49 57 58,OSGB
Ectobius pallidus,NHMSYS0001387300,TL,78,OSGB
Ectobius pallidus,NHMSYS0001387300,TQ,00 01 02 04 05 06 08 10 14 15 16 21 25 35 36 43 45 53 54 55 56 57 64 65 66 67 73 75 76 81 86 88 94 95 96,OSGB
Ectobius pallidus,NHMSYS0001387300,TR,04 05 06 13 14 15 16 23 24 34,OSGB
Ectobius panzeri,NHMSYS0001387301,SH,28 46,OSGB
Ectobius panzeri,NHMSYS0001387301,SM,72 80 82,OSGB
