tvk,start_day,start_month,start_year,end_day,end_month,end_year,allow_org_key,rtvk,organism_key,taxon
NBNSYS0000008911,1,1,1913,,,,allow,NBNSYS0000008911,NBNORG0000011017,Robertus scoticus
NBNSYS0000008912,1,1,1900,31,12,1988,allow,NBNSYS0000008912,NBNORG0000011018,Robertus insignis
NBNSYS0000008913,1,1,1878,,,,allow,NBNSYS0000008913,NBNORG0000011019,Pholcomma gibbum
NBNSYS0000008914,1,1,1895,,,,allow,NBNSYS0000008914,NBNORG0000011020,Theonoe minutissima
NBNSYS0000008915,1,1,1800,,,,allow,NBNSYS0000008915,NBNORG0000011021,Nesticus cellulanus
NBNSYS0000008917,1,1,1858,,,,allow,NBNSYS0000008917,NBNORG0000011022,Tetragnatha extensa
NBNSYS0000008918,1,1,1892,,,,allow,NBNSYS0000008918,NBNORG0000011023,Tetragnatha pinicola
NBNSYS0000008919,1,1,1895,,,,allow,NBNSYS0000008919,NBNORG0000011024,Tetragnatha montana
NBNSYS0000008920,1,1,1898,,,,allow,NBNSYS0000008920,NBNORG0000011025,Tetragnatha obtusa
NBNSYS0000008921,1,1,1905,,,,allow,NBNSYS0000008921,NBNORG0000011026,Tetragnatha nigrita
NBNSYS0000008922,1,1,1900,,,,allow,NBNSYS0000008922,NBNORG0000011027,Tetragnatha striata
NBNSYS0000008923,1,1,1858,,,,allow,NBNSYS0000008923,NBNORG0000011028,Pachygnatha clercki
NBNSYS0000008924,1,1,1864,,,,allow,NBNSYS0000008924,NBNORG0000011029,Pachygnatha listeri
NBNSYS0000008925,1,1,1858,,,,allow,NBNSYS0000008925,NBNORG0000011030,Pachygnatha degeeri
NBNSYS0000008928,1,1,1862,,,,allow,NBNSYS0000008928,NBNORG0000011032,Metellina merianae
NBNSYS0000008929,1,1,1800,,,,allow,NBNSYS0000008929,NBNORG0000011033,Meta menardi
NBNSYS0000008930,1,1,1900,,,,allow,NBNSYS0000008930,NBNORG0000011034,Meta bourneti
NBNSYS0000008931,1,1,1886,,,,allow,NBNSYS0000008931,NBNORG0000011035,Zygiella x-notata
NBNSYS0000008932,1,1,1858,,,,allow,NBNSYS0000008932,NBNORG0000011036,Zygiella atrica
NBNSYS0000008935,1,1,1864,,,,allow,NBNSYS0000008935,NBNORG0000011038,Gibbaranea gibbosa
NBNSYS0000008936,1,1,1890,,,,allow,NBNSYS0000008936,NBNORG0000011039,Araneus angulatus
NBNSYS0000008937,1,1,1800,,,,allow,NBNSYS0000008937,NBNORG0000011040,Araneus diadematus
NBNSYS0000008938,1,1,1862,,,,allow,NBNSYS0000008938,NBNORG0000011041,Araneus quadratus
NHMSYS0000841042,1,1,1946,,,,allow,NBNSYS0000008939,NBNORG0000011042,Araneus marmoreus
NHMSYS0000841043,1,1,1863,,,,allow,NBNSYS0000008939,NBNORG0000011042,Araneus marmoreus
NBNSYS0000008940,1,1,1892,,,,allow,NBNSYS0000008940,NBNORG0000011043,Araneus alsine
NBNSYS0000008942,1,1,1858,,,,allow,NBNSYS0000008942,NBNORG0000011045,Larinioides cornutus
NBNSYS0000008944,1,1,1899,,,,allow,NBNSYS0000008944,NBNORG0000011046,Larinioides patagiatus
NBNSYS0000008945,1,1,1864,,,,allow,NBNSYS0000008945,NBNORG0000011047,Nuctenea umbratica
NBNSYS0000008947,1,1,1890,,,,allow,NBNSYS0000008947,NBNORG0000011048,Neoscona adianta
NBNSYS0000008950,1,1,1886,,,,allow,NBNSYS0000008950,NBNORG0000011049,Araniella cucurbitina sensu lato
NBNSYS0000008952,1,1,1900,,,,allow,NBNSYS0000008952,NBNORG0000011050,Araniella inconspicua
NBNSYS0000008953,1,1,1800,31,12,1996,allow,NBNSYS0000008953,NBNORG0000011051,Araniella alpica
NBNSYS0000008954,1,1,1900,31,12,2001,allow,NBNSYS0000008954,NBNORG0000011052,Araniella displicata
NBNSYS0000008955,1,1,1853,,,,allow,NBNSYS0000008955,NBNORG0000011053,Zilla diodia
NBNSYS0000008956,1,1,1878,,,,allow,NBNSYS0000008956,NBNORG0000011054,Hypsosinga albovittata
NBNSYS0000008958,1,1,1909,,,,allow,NBNSYS0000008958,NBNORG0000011055,Hypsosinga sanguinea
NBNSYS0000008959,1,1,1892,31,12,1928,allow,NBNSYS0000008959,NBNORG0000011056,Hypsosinga heri
NBNSYS0000008960,1,1,1897,,,,allow,NBNSYS0000008960,NBNORG0000011057,Singa hamata
NBNSYS0000008961,1,1,1897,,,,allow,NBNSYS0000008961,NBNORG0000011058,Cercidia prominens
NBNSYS0000008962,1,1,1900,,,,allow,NBNSYS0000008962,NBNORG0000011059,Mangora acalypha
NBNSYS0000008963,1,1,1872,,,,allow,NBNSYS0000008963,NBNORG0000011060,Cyclosa conica
NBNSYS0000008965,1,1,1900,,,,allow,NBNSYS0000008965,NBNORG0000011062,Theridiosoma gemmosum
NBNSYS0000008966,1,1,1872,,,,allow,NBNSYS0000008966,NBNORG0000011063,Ceratinella brevipes
NBNSYS0000008967,1,1,1835,,,,allow,NBNSYS0000008967,NBNORG0000011064,Ceratinella brevis
NBNSYS0000008968,1,1,1900,,,,allow,NBNSYS0000008968,NBNORG0000011065,Ceratinella scabrosa
NBNSYS0000008969,1,1,1858,,,,allow,NBNSYS0000008969,NBNORG0000011066,Walckenaeria acuminata
NBNSYS0000008970,1,1,1967,,,,allow,NBNSYS0000008970,NBNORG0000011067,Walckenaeria mitrata
NBNSYS0000008971,1,1,1837,,,,allow,NBNSYS0000008971,NBNORG0000011068,Walckenaeria antica
NBNSYS0000008972,1,1,1897,,,,allow,NBNSYS0000008972,NBNORG0000011069,Walckenaeria alticeps
NBNSYS0000008973,1,1,1882,,,,allow,NBNSYS0000008973,NBNORG0000011070,Walckenaeria cucullata
NBNSYS0000008974,1,1,1850,,,,allow,NBNSYS0000008974,NBNORG0000011071,Walckenaeria nodosa
NBNSYS0000008975,1,1,1900,,,,allow,NBNSYS0000008975,NBNORG0000011072,Walckenaeria atrotibialis
NBNSYS0000008976,1,1,1900,,,,allow,NBNSYS0000008976,NBNORG0000011073,Walckenaeria capito
NBNSYS0000008977,1,1,1860,,,,allow,NBNSYS0000008977,NBNORG0000011074,Walckenaeria incisa
NBNSYS0000008978,1,1,1900,,,,allow,NBNSYS0000008978,NBNORG0000011075,Walckenaeria dysderoides
NBNSYS0000008979,1,1,1900,31,12,1994,allow,NBNSYS0000008979,NBNORG0000011076,Walckenaeria stylifrons
NBNSYS0000008980,1,1,1894,,,,allow,NBNSYS0000008980,NBNORG0000011077,Walckenaeria nudipalpis
NBNSYS0000008981,1,1,1835,,,,allow,NBNSYS0000008981,NBNORG0000011078,Walckenaeria obtusa
NBNSYS0000008982,1,1,1895,,,,allow,NBNSYS0000008982,NBNORG0000011079,Walckenaeria monoceros
NBNSYS0000008983,1,1,1800,31,12,1996,allow,NBNSYS0000008983,NBNORG0000011080,Walckenaeria corniculans
NBNSYS0000008984,1,1,1900,,,,allow,NBNSYS0000008984,NBNORG0000011081,Walckenaeria furcillata
NBNSYS0000008985,1,1,1896,,,,allow,NBNSYS0000008985,NBNORG0000011082,Walckenaeria unicornis
NBNSYS0000008986,1,1,1900,,,,allow,NBNSYS0000008986,NBNORG0000011083,Walckenaeria kochi
NBNSYS0000008987,1,1,1896,,,,allow,NBNSYS0000008987,NBNORG0000011084,Walckenaeria clavicornis
NBNSYS0000008988,1,1,1858,,,,allow,NBNSYS0000008988,NBNORG0000011085,Walckenaeria cuspidata
NBNSYS0000008989,1,1,1852,,,,allow,NBNSYS0000008989,NBNORG0000011086,Walckenaeria vigilax
NBNSYS0000008990,1,1,1833,,,,allow,NBNSYS0000008990,NBNORG0000011087,Dicymbium nigrum
NBNSYS0000008992,1,1,1835,,,,allow,NBNSYS0000008992,NBNORG0000011088,Dicymbium tibiale
NBNSYS0000008993,1,1,1878,,,,allow,NBNSYS0000008993,NBNORG0000011089,Entelecara acuminata
NBNSYS0000008994,1,1,1900,,,,allow,NBNSYS0000008994,NBNORG0000011090,Entelecara congenera
NBNSYS0000008995,1,1,1861,,,,allow,NBNSYS0000008995,NBNORG0000011091,Entelecara erythropus
NBNSYS0000008996,1,1,1840,,,,allow,NBNSYS0000008996,NBNORG0000011092,Entelecara flavipes
NBNSYS0000008997,1,1,1800,,,,allow,NBNSYS0000008997,NBNORG0000011093,Entelecara omissa
NBNSYS0000008998,1,1,1900,,,,allow,NBNSYS0000008998,NBNORG0000011094,Entelecara errata
NBNSYS0000008999,1,1,1900,,,,allow,NBNSYS0000008999,NBNORG0000011095,Moebelia penicillata
NBNSYS0000009000,1,1,1872,,,,allow,NBNSYS0000009000,NBNORG0000011096,Hylyphantes graminicola
NBNSYS0000009001,1,1,1872,,,,allow,NBNSYS0000009001,NBNORG0000011097,Gnathonarium dentatum
NBNSYS0000009002,1,1,1959,,,,allow,NBNSYS0000009002,NBNORG0000011098,Trematocephalus cristatus
NBNSYS0000009003,1,1,1854,,,,allow,NBNSYS0000009003,NBNORG0000011099,Tmeticus affinis
NBNSYS0000009004,1,1,1860,,,,allow,NBNSYS0000009004,NBNORG0000011100,Gongylidium rufipes
NBNSYS0000009005,1,1,1838,,,,allow,NBNSYS0000009005,NBNORG0000011101,Dismodicus bifrons
NBNSYS0000009006,1,1,1900,,,,allow,NBNSYS0000009006,NBNORG0000011102,Dismodicus elevatus
NBNSYS0000009007,1,1,1872,,,,allow,NBNSYS0000009007,NBNORG0000011103,Hypomma bituberculatum
NBNSYS0000009009,1,1,1833,,,,allow,NBNSYS0000009009,NBNORG0000011104,Hypomma cornutum
NBNSYS0000009010,1,1,1900,,,,allow,NBNSYS0000009010,NBNORG0000011105,Metopobactrus prominulus
NBNSYS0000009012,1,1,1860,,,,allow,NBNSYS0000009012,NBNORG0000011106,Baryphyma pratense
NBNSYS0000009014,1,1,1800,,,,allow,NBNSYS0000009014,NBNORG0000011107,Baryphyma gowerense
NBNSYS0000009015,1,1,1895,,,,allow,NBNSYS0000009015,NBNORG0000011108,Baryphyma trifrons
NBNSYS0000009016,1,1,1959,,,,allow,NBNSYS0000009016,NBNORG0000011109,Baryphyma maritimum
NBNSYS0000009017,1,1,1858,,,,allow,NBNSYS0000009017,NBNORG0000011110,Gonatium rubens
NBNSYS0000009018,1,1,1858,,,,allow,NBNSYS0000009018,NBNORG0000011111,Gonatium rubellum
NBNSYS0000009019,1,1,1954,,,,allow,NBNSYS0000009019,NBNORG0000011112,Gonatium paradoxum
NBNSYS0000009020,1,1,1893,,,,allow,NBNSYS0000009020,NBNORG0000011113,Maso sundevalli
NBNSYS0000009021,1,1,1900,,,,allow,NBNSYS0000009021,NBNORG0000011114,Maso gallicus
NBNSYS0000009022,1,1,1875,,,,allow,NBNSYS0000009022,NBNORG0000011115,Peponocranium ludicrum
NBNSYS0000009024,1,1,1900,,,,allow,NBNSYS0000009024,NBNORG0000011117,Pocadicnemis juncea
NBNSYS0000009025,1,1,1900,,,,allow,NBNSYS0000009025,NBNORG0000011118,Hypselistes jacksoni
NBNSYS0000009027,1,1,1838,,,,allow,NBNSYS0000009027,NBNORG0000011120,Oedothorax gibbosus
NBNSYS0000009029,1,1,1864,,,,allow,NBNSYS0000009029,NBNORG0000011121,Oedothorax fuscus
NBNSYS0000009030,1,1,1858,,,,allow,NBNSYS0000009030,NBNORG0000011122,Oedothorax agrestis
NBNSYS0000009031,1,1,1878,,,,allow,NBNSYS0000009031,NBNORG0000011123,Oedothorax retusus
NBNSYS0000009032,1,1,1850,,,,allow,NBNSYS0000009032,NBNORG0000011124,Oedothorax apicatus
NBNSYS0000009033,1,1,1859,,,,allow,NHMSYS0021197249,NBNORG0000011125,Trichopternoides thorelli
NBNSYS0000009034,1,1,1956,,,,allow,NBNSYS0000009034,NBNORG0000011126,Trichopterna cito
NBNSYS0000009035,1,1,1900,,,,allow,NBNSYS0000009035,NBNORG0000011127,Pelecopsis mengei
NBNSYS0000009036,1,1,1895,,,,allow,NBNSYS0000009036,NBNORG0000011128,Pelecopsis parallela
NBNSYS0000009040,1,1,1900,,,,allow,NBNSYS0000009040,NBNORG0000011129,Pelecopsis elongata
NBNSYS0000009041,1,1,1800,31,12,2000,allow,NBNSYS0000009041,NBNORG0000011130,Pelecopsis radicicola
NBNSYS0000009042,1,1,1900,,,,allow,NBNSYS0000009042,NBNORG0000011131,Silometopus elegans
NBNSYS0000009043,1,1,1895,,,,allow,NBNSYS0000009043,NBNORG0000011132,Silometopus ambiguus
NBNSYS0000009044,1,1,1888,,,,allow,NBNSYS0000009044,NBNORG0000011133,Silometopus reussi
NBNSYS0000009045,1,1,1869,,,,allow,NBNSYS0000009045,NBNORG0000011134,Silometopus incurvatus
NBNSYS0000009046,1,1,1944,,,,allow,NBNSYS0000009046,NBNORG0000011135,Mecopisthes peusi
NBNSYS0000009047,1,1,1828,,,,allow,NBNSYS0000009047,NBNORG0000011136,Cnephalocotes obscurus
NBNSYS0000009048,1,1,1900,,,,allow,NBNSYS0000009048,NBNORG0000011137,Acartauchenius scurrilis
NBNSYS0000009049,1,1,1900,,,,allow,NBNSYS0000009049,NBNORG0000011138,Trichoncus saxicola
NBNSYS0000009050,1,1,1956,,,,allow,NBNSYS0000009050,NBNORG0000011139,Trichoncus hackmani
NBNSYS0000009051,1,1,1900,,,,allow,NBNSYS0000009051,NBNORG0000011140,Trichoncus affinis
NBNSYS0000009054,1,1,1900,,,,allow,NBNSYS0000009054,NBNORG0000011141,Evansia merens
NBNSYS0000009055,1,1,1864,,,,allow,NBNSYS0000009055,NBNORG0000011142,Tiso vagans
NBNSYS0000009056,1,1,1913,31,12,2002,allow,NBNSYS0000009056,NBNORG0000011143,Tiso aestivus
NBNSYS0000009057,1,1,1872,,,,allow,NBNSYS0000009057,NBNORG0000011144,Troxochrus scabriculus
NBNSYS0000009059,1,1,1878,,,,allow,NBNSYS0000009059,NBNORG0000011145,Minyriolus pusillus
NBNSYS0000009060,1,1,1900,,,,allow,NBNSYS0000009060,NBNORG0000011146,Tapinocyba praecox
NBNSYS0000009061,1,1,1895,,,,allow,NBNSYS0000009061,NBNORG0000011147,Tapinocyba pallens
NBNSYS0000009062,1,1,1900,,,,allow,NBNSYS0000009062,NBNORG0000011148,Tapinocyba insecta
NBNSYS0000009063,1,1,1944,31,12,2001,allow,NBNSYS0000009063,NBNORG0000011149,Tapinocyba mitis
NBNSYS0000009064,1,1,1951,31,12,1998,allow,NBNSYS0000009064,NBNORG0000011150,Tapinocyboides pygmaeus
NBNSYS0000009065,1,1,1895,,,,allow,NBNSYS0000009065,NBNORG0000011151,Microctenonyx subitaneus
NBNSYS0000009066,1,1,1900,,,,allow,NBNSYS0000009066,NBNORG0000011152,Satilatlas britteni
NBNSYS0000009067,1,1,1872,,,,allow,NBNSYS0000009067,NBNORG0000011153,Thyreosthenius parasiticus
NBNSYS0000009068,1,1,1900,,,,allow,NBNSYS0000009068,NBNORG0000011154,Thyreosthenius biovatus
NBNSYS0000009069,1,1,1835,,,,allow,NBNSYS0000009069,NBNORG0000011155,Monocephalus fuscipes
NBNSYS0000009070,1,1,1900,,,,allow,NBNSYS0000009070,NBNORG0000011156,Monocephalus castaneipes
NBNSYS0000009071,1,1,1838,,,,allow,NBNSYS0000009071,NBNORG0000011157,Lophomma punctatum
NBNSYS0000009072,1,1,1900,,,,allow,NBNSYS0000009072,NBNORG0000011158,Saloca diceros
NBNSYS0000009073,1,1,1882,,,,allow,NBNSYS0000009073,NBNORG0000011159,Gongylidiellum vivum
NBNSYS0000009074,1,1,1900,,,,allow,NBNSYS0000009074,NBNORG0000011160,Gongylidiellum latebricola
NBNSYS0000009075,1,1,1900,,,,allow,NBNSYS0000009075,NBNORG0000011161,Gongylidiellum murcidum
NBNSYS0000009077,1,1,1964,,,,allow,NBNSYS0000009077,NBNORG0000011163,Micrargus apertus
NBNSYS0000009078,1,1,1900,,,,allow,NBNSYS0000009078,NBNORG0000011164,Micrargus subaequalis
NBNSYS0000009079,1,1,1900,,,,allow,NBNSYS0000009079,NBNORG0000011165,Micrargus laudatus
NBNSYS0000009080,1,1,1900,,,,allow,NBNSYS0000009080,NBNORG0000011166,Notioscopus sarcinatus
NBNSYS0000009081,1,1,1900,31,12,1999,allow,NBNSYS0000009081,NBNORG0000011167,Glyphesis cottonae
NBNSYS0000009082,1,1,1955,,,,allow,NBNSYS0000009082,NBNORG0000011168,Glyphesis servulus
NBNSYS0000009083,1,1,1836,,,,allow,NBNSYS0000009083,NBNORG0000011169,Erigonella hiemalis
NBNSYS0000009084,1,1,1900,,,,allow,NBNSYS0000009084,NBNORG0000011170,Erigonella ignobilis
NBNSYS0000009085,1,1,1864,,,,,NHMSYS0000355804,NBNORG0000011171,Savignia frontata
NBNSYS0000009086,1,1,1864,,,,allow,NBNSYS0000009086,NBNORG0000011172,Diplocephalus cristatus
NBNSYS0000009087,1,1,1872,,,,allow,NBNSYS0000009087,NBNORG0000011173,Diplocephalus permixtus
NBNSYS0000009088,1,1,1893,,,,allow,NBNSYS0000009088,NBNORG0000011174,Diplocephalus latifrons
NBNSYS0000009089,1,1,1902,31,12,1969,allow,NBNSYS0000009089,NBNORG0000011175,Diplocephalus connatus
NBNSYS0000009091,1,1,1838,,,,allow,NBNSYS0000009091,NBNORG0000011176,Diplocephalus picinus
NBNSYS0000009092,1,1,1900,31,12,2001,allow,NBNSYS0000009092,NBNORG0000011177,Diplocephalus protuberans
NBNSYS0000009093,1,1,1895,,,,allow,NBNSYS0000009093,NBNORG0000011178,Araeoncus humilis
NBNSYS0000009094,1,1,1894,,,,allow,NBNSYS0000009094,NBNORG0000011179,Araeoncus crassiceps
NBNSYS0000009095,1,1,1900,,,,allow,NBNSYS0000009095,NBNORG0000011180,Panamomops sulcifrons
NBNSYS0000009096,1,1,1900,,,,allow,NBNSYS0000009096,NBNORG0000011181,Lessertia dentichelis
NBNSYS0000009097,1,1,1893,,,,allow,NBNSYS0000009097,NBNORG0000011182,Scotinotylus evansi
NBNSYS0000009098,1,1,1895,,,,allow,NBNSYS0000009098,NBNORG0000011183,Typhochrestus digitatus
NBNSYS0000009099,1,1,1965,,,,,NHMSYS0000355809,NBNORG0000011184,Typhochrestus simoni
NBNSYS0000009101,1,1,1900,,,,allow,NBNSYS0000009101,NBNORG0000011185,Diplocentria bidentata
NBNSYS0000009102,1,1,1872,,,,allow,NBNSYS0000009102,NBNORG0000011186,Erigone dentipalpis
NBNSYS0000009103,1,1,1864,,,,allow,NBNSYS0000009103,NBNORG0000011187,Erigone atra
NBNSYS0000009104,1,1,1872,,,,allow,NBNSYS0000009104,NBNORG0000011188,Erigone promiscua
NBNSYS0000009105,1,1,1896,,,,allow,NBNSYS0000009105,NBNORG0000011189,Erigone arctica
NBNSYS0000009106,1,1,1858,,,,allow,NBNSYS0000009106,NBNORG0000011190,Erigone longipalpis
NBNSYS0000009107,1,1,1905,,,,allow,NBNSYS0000009107,NBNORG0000011191,Erigone tirolensis
NBNSYS0000009109,1,1,1911,,,,allow,NBNSYS0000009109,NBNORG0000011192,Erigone welchi
NBNSYS0000009110,1,1,1966,31,12,1988,allow,NBNSYS0000009110,NBNORG0000011193,Erigone psychrophila
NBNSYS0000009111,1,1,1976,,,,allow,NBNSYS0000009111,NBNORG0000011194,Erigone aletris
NBNSYS0000009112,1,1,1900,,,,allow,NBNSYS0000009112,NBNORG0000011195,Prinerigone vagans
NBNSYS0000009117,1,1,1936,,,,allow,NBNSYS0000009117,NBNORG0000011196,Donacochara speciosa
NBNSYS0000009118,1,1,1893,,,,allow,NBNSYS0000009118,NBNORG0000011197,Leptorhoptrum robustum
NBNSYS0000009119,1,1,1878,,,,allow,NBNSYS0000009119,NBNORG0000011198,Drepanotylus uncatus
NBNSYS0000009120,1,1,1848,,,,allow,NBNSYS0000009120,NBNORG0000011199,Leptothrix hardyi
NBNSYS0000009121,1,1,1896,,,,allow,NBNSYS0000009121,NBNORG0000011200,Hilaira excisa
NBNSYS0000009123,1,1,1900,,,,allow,NBNSYS0000009123,NBNORG0000011201,Hilaira nubigena
NBNSYS0000009124,1,1,1800,,,,allow,NBNSYS0000009124,NBNORG0000011202,Hilaira pervicax
NBNSYS0000009125,1,1,1890,,,,allow,NBNSYS0000009125,NBNORG0000011203,Halorates reprobus
NBNSYS0000009128,1,1,1962,31,12,1999,allow,NBNSYS0000009128,NBNORG0000011204,Carorita limnaea
NBNSYS0000009130,1,1,1900,31,12,1991,allow,NBNSYS0000009130,NBNORG0000011205,Wiehlea calcarifera
NBNSYS0000009131,1,1,1900,,,,allow,NBNSYS0000009131,NBNORG0000011206,Mioxena blanda
NBNSYS0000009132,1,1,1900,,,,allow,NBNSYS0000009132,NBNORG0000011207,Caviphantes saxetorum
NBNSYS0000009133,1,1,1913,,,,allow,NBNSYS0000009133,NBNORG0000011208,Asthenargus paganus
NBNSYS0000009134,1,1,1900,,,,allow,NBNSYS0000009134,NBNORG0000011209,Jacksonella falconeri
NBNSYS0000009135,1,1,1976,31,12,1994,allow,NBNSYS0000009135,NBNORG0000011210,Pseudomaro aenigmaticus
NBNSYS0000009136,1,1,1900,,,,allow,NBNSYS0000009136,NBNORG0000011211,Ostearius melanopygius
NBNSYS0000009137,1,1,1900,,,,allow,NBNSYS0000009137,NBNORG0000011212,Aphileta misera
NBNSYS0000009138,1,1,1008,,,,allow,NBNSYS0000009138,NBNORG0000011213,Porrhomma pygmaeum
NBNSYS0000009139,1,1,1912,,,,allow,NBNSYS0000009139,NBNORG0000011214,Porrhomma convexum
NBNSYS0000009140,1,1,1971,31,12,1997,allow,NBNSYS0000009140,NBNORG0000011215,Porrhomma rosenhaueri
NBNSYS0000009141,1,1,1900,,,,allow,NBNSYS0000009141,NBNORG0000011216,Porrhomma pallidum
NBNSYS0000009143,1,1,1860,,,,allow,NBNSYS0000009143,NBNORG0000011217,Porrhomma microphthalmum
NBNSYS0000009144,1,1,1850,,,,allow,NBNSYS0000009144,NBNORG0000011218,Porrhomma errans
NBNSYS0000009145,1,1,1894,,,,allow,NBNSYS0000009145,NBNORG0000011219,Porrhomma egeria
NBNSYS0000009146,1,1,1900,,,,allow,NBNSYS0000009146,NBNORG0000011220,Porrhomma oblitum
NBNSYS0000009147,1,1,1878,,,,allow,NBNSYS0000009147,NBNORG0000011221,Porrhomma montanum
NBNSYS0000009148,1,1,1900,,,,allow,NBNSYS0000009148,NBNORG0000011222,Agyneta subtilis
NBNSYS0000009149,1,1,1895,,,,allow,NBNSYS0000009149,NBNORG0000011223,Agyneta conigera
NBNSYS0000009150,1,1,1900,,,,allow,NBNSYS0000009150,NBNORG0000011224,Agyneta decora
NBNSYS0000009151,1,1,1872,,,,allow,NBNSYS0000009151,NBNORG0000011225,Agyneta cauta
NBNSYS0000009152,1,1,1987,,,,allow,NBNSYS0000009152,NBNORG0000011226,Agyneta olivacea
NBNSYS0000009153,1,1,1906,,,,allow,NBNSYS0000009153,NBNORG0000011227,Agyneta ramosa
NBNSYS0000009154,1,1,1882,,,,allow,NHMSYS0021453442,NBNORG0000011228,Agyneta innotabilis
NBNSYS0000009155,1,1,1836,,,,allow,NHMSYS0021453447,NBNORG0000011229,Agyneta rurestris
NBNSYS0000009156,1,1,1922,,,,allow,NHMSYS0021453452,NBNORG0000011230,Agyneta mollis
NBNSYS0000009158,1,1,1900,,,,allow,NHMSYS0021453472,NBNORG0000011232,Agyneta simplicitarsis
NBNSYS0000009160,1,1,1900,,,,allow,NHMSYS0021453487,NBNORG0000011233,Agyneta gulosa
NBNSYS0000009161,1,1,1900,,,,allow,NHMSYS0021453492,NBNORG0000011234,Agyneta nigripes
NBNSYS0000009162,1,1,1838,,,,allow,NBNSYS0000009162,NBNORG0000011235,Microneta viaria
NBNSYS0000009163,1,1,1900,,,,allow,NBNSYS0000009163,NBNORG0000011236,Maro minutus
NBNSYS0000009164,1,1,1900,,,,allow,NBNSYS0000009164,NBNORG0000011237,Maro sublestus
NBNSYS0000009165,1,1,1946,,,,allow,NBNSYS0000009165,NBNORG0000011238,Maro lepidus
NBNSYS0000009166,1,1,1900,,,,allow,NBNSYS0000009166,NBNORG0000011239,Syedra gracilis
NBNSYS0000009167,1,1,1837,,,,allow,NBNSYS0000009167,NBNORG0000011240,Centromerus sylvaticus
NBNSYS0000009168,1,1,1895,,,,allow,NBNSYS0000009168,NBNORG0000011241,Centromerus prudens
NBNSYS0000009169,1,1,1896,,,,allow,NBNSYS0000009169,NBNORG0000011242,Centromerus arcanus
NBNSYS0000009170,1,1,1800,,,,allow,NBNSYS0000009170,NBNORG0000011243,Centromerus levitarsis
NBNSYS0000009171,1,1,1893,,,,allow,NBNSYS0000009171,NBNORG0000011244,Centromerus dilutus
NBNSYS0000009173,1,1,1900,,,,allow,NBNSYS0000009173,NBNORG0000011245,Centromerus capucinus
NBNSYS0000009174,1,1,1900,,,,allow,NBNSYS0000009174,NBNORG0000011246,Centromerus incilium
NBNSYS0000009178,1,1,1900,,,,allow,NBNSYS0000009178,NBNORG0000011247,Centromerus serratus
NBNSYS0000009179,1,1,1800,31,12,1969,allow,NBNSYS0000009179,NBNORG0000011248,Centromerus albidus
NBNSYS0000009180,1,1,1800,,,,allow,NBNSYS0000009180,NBNORG0000011249,Centromerus cavernarum
NBNSYS0000009181,1,1,1916,31,12,1961,allow,NBNSYS0000009181,NBNORG0000011250,Centromerus persimilis
NBNSYS0000009182,1,1,1893,,,,allow,NBNSYS0000009182,NBNORG0000011251,Tallusia experta
NBNSYS0000009183,1,1,1858,,,,allow,NBNSYS0000009183,NBNORG0000011252,Centromerita bicolor
NBNSYS0000009184,1,1,1895,,,,allow,NBNSYS0000009184,NBNORG0000011253,Centromerita concinna
NBNSYS0000009185,1,1,1854,,,,allow,NBNSYS0000009185,NBNORG0000011254,Sintula corniger
NBNSYS0000009186,1,1,1871,,,,allow,NBNSYS0000009186,NBNORG0000011255,Oreonetides vaginatus
NBNSYS0000009187,1,1,1877,,,,allow,NBNSYS0000009187,NBNORG0000011256,Saaristoa abnormis
NBNSYS0000009188,1,1,1900,,,,allow,NBNSYS0000009188,NBNORG0000011257,Saaristoa firma
NBNSYS0000009189,1,1,1834,,,,allow,NBNSYS0000009189,NBNORG0000011258,Macrargus rufus
NBNSYS0000009190,1,1,1894,,,,allow,NBNSYS0000009190,NBNORG0000011259,Macrargus carpenteri
NBNSYS0000009191,1,1,1893,,,,allow,NBNSYS0000009191,NBNORG0000011260,Bathyphantes approximatus
NBNSYS0000009192,1,1,1800,,,,allow,NBNSYS0000009192,NBNORG0000011261,Bathyphantes gracilis
NBNSYS0000009193,1,1,1896,,,,allow,NBNSYS0000009193,NBNORG0000011262,Bathyphantes parvulus
NBNSYS0000009194,1,1,1893,,,,allow,NBNSYS0000009194,NBNORG0000011263,Bathyphantes nigrinus
NBNSYS0000009196,1,1,1890,,,,allow,NBNSYS0000009196,NBNORG0000011264,Kaestneria dorsalis
NBNSYS0000009197,1,1,1896,,,,allow,NBNSYS0000009197,NBNORG0000011265,Kaestneria pullata
NBNSYS0000009198,1,1,1864,,,,allow,NBNSYS0000009198,NBNORG0000011266,Diplostyla concolor
NBNSYS0000009199,1,1,1837,,,,allow,NBNSYS0000009199,NBNORG0000011267,Poeciloneta variegata
NBNSYS0000009200,1,1,1858,,,,allow,NBNSYS0000009200,NBNORG0000011268,Drapetisca socialis
NBNSYS0000009201,1,1,1858,,,,allow,NBNSYS0000009201,NBNORG0000011269,Tapinopa longidens
NBNSYS0000009202,1,1,1864,,,,allow,NBNSYS0000009202,NBNORG0000011270,Floronia bucculenta
NBNSYS0000009203,1,1,1900,,,,allow,NBNSYS0000009203,NBNORG0000011271,Taranucnus setosus
NBNSYS0000009204,1,1,1864,,,,allow,NBNSYS0000009204,NBNORG0000011272,Labulla thoracica
