"organism_key","taxon","stage","start_day","start_month","end_day","end_month"
"NBNORG0000011201","Hilaira nubigena","mature",18,3,31,12
"NBNORG0000011202","Hilaira pervicax","mature",18,3,31,12
"NBNORG0000011203","Halorates reprobus","mature",21,1,31,12
"NBNORG0000011204","Carorita limnaea","mature",22,3,31,12
"NBNORG0000011205","Wiehlea calcarifera","mature",1,1,31,12
"NBNORG0000011206","Mioxena blanda","mature",1,1,31,12
"NBNORG0000011207","Caviphantes saxetorum","mature",16,3,31,12
"NBNORG0000011208","Asthenargus paganus","mature",22,2,31,12
"NBNORG0000011209","Jacksonella falconeri","mature",1,1,31,12
"NBNORG0000011210","Pseudomaro aenigmaticus","mature",15,6,31,12
"NBNORG0000011211","Ostearius melanopygius","mature",16,4,31,12
"NBNORG0000011212","Aphileta misera","mature",14,2,31,12
"NBNORG0000011213","Porrhomma pygmaeum","mature",14,2,31,12
"NBNORG0000011214","Porrhomma convexum","mature",20,2,31,12
"NBNORG0000011215","Porrhomma rosenhaueri","mature",15,4,31,12
"NBNORG0000011216","Porrhomma pallidum","mature",17,3,31,12
"NBNORG0000011217","Porrhomma microphthalmum","mature",17,3,31,12
"NBNORG0000011218","Porrhomma errans","mature",19,1,31,12
"NBNORG0000011219","Porrhomma egeria","mature",20,2,31,12
"NBNORG0000011220","Porrhomma oblitum","mature",1,1,31,12
"NBNORG0000011221","Porrhomma montanum","mature",21,2,31,12
"NBNORG0000011222","Agyneta subtilis","mature",16,4,31,12
"NBNORG0000011223","Agyneta conigera","mature",16,4,31,12
"NBNORG0000011224","Agyneta decora","mature",17,4,31,12
"NBNORG0000011225","Agyneta cauta","mature",22,4,31,12
"NBNORG0000011226","Agyneta olivacea","mature",16,4,31,12
"NBNORG0000011227","Agyneta ramosa","mature",21,4,31,12
"NBNORG0000011228","Agyneta innotabilis","mature",22,4,31,12
"NBNORG0000011229","Agyneta rurestris","mature",16,4,31,12
"NBNORG0000011230","Agyneta mollis","mature",25,1,31,12
"NBNORG0000011232","Agyneta simplicitarsis","mature",21,1,31,12
"NBNORG0000011233","Agyneta gulosa","mature",17,3,31,12
"NBNORG0000011234","Agyneta nigripes","mature",16,4,31,12
"NBNORG0000011235","Microneta viaria","mature",17,1,31,12
"NBNORG0000011236","Maro minutus","mature",18,5,31,12
"NBNORG0000011237","Maro sublestus","mature",16,1,31,12
"NBNORG0000011238","Maro lepidus","mature",19,3,31,12
"NBNORG0000011239","Syedra gracilis","mature",20,3,31,12
"NBNORG0000011240","Centromerus sylvaticus","mature",1,1,31,12
"NBNORG0000011241","Centromerus prudens","mature",1,1,31,12
"NBNORG0000011242","Centromerus arcanus","mature",17,3,31,12
"NBNORG0000011243","Centromerus levitarsis","mature",18,2,31,12
"NBNORG0000011244","Centromerus dilutus","mature",1,1,31,12
"NBNORG0000011245","Centromerus capucinus","mature",1,1,31,12
"NBNORG0000011246","Centromerus incilium","mature",1,1,31,12
"NBNORG0000011247","Centromerus serratus","mature",1,1,31,12
"NBNORG0000011248","Centromerus albidus","mature",1,1,31,12
"NBNORG0000011249","Centromerus cavernarum","mature",13,2,31,12
"NBNORG0000011250","Centromerus persimilis","mature",17,8,31,12
"NBNORG0000011251","Tallusia experta","mature",14,2,31,12
"NBNORG0000011252","Centromerita bicolor","mature",1,1,31,12
"NBNORG0000011253","Centromerita concinna","mature",1,1,31,12
"NBNORG0000011254","Sintula corniger","mature",18,2,31,12
"NBNORG0000011255","Oreonetides vaginatus","mature",23,3,31,12
"NBNORG0000011256","Saaristoa abnormis","mature",16,4,31,12
"NBNORG0000011257","Saaristoa firma","mature",1,1,31,12
"NBNORG0000011258","Macrargus rufus","mature",1,1,31,12
"NBNORG0000011259","Macrargus carpenteri","mature",1,1,31,12
"NBNORG0000011260","Bathyphantes approximatus","mature",17,3,31,12
"NBNORG0000011261","Bathyphantes gracilis","mature",20,2,31,12
"NBNORG0000011262","Bathyphantes parvulus","mature",20,3,31,12
"NBNORG0000011263","Bathyphantes nigrinus","mature",14,2,31,12
"NBNORG0000011264","Kaestneria dorsalis","mature",16,4,31,12
"NBNORG0000011265","Kaestneria pullata","mature",18,3,31,12
"NBNORG0000011266","Diplostyla concolor","mature",19,1,31,12
"NBNORG0000011267","Poeciloneta variegata","mature",17,3,31,12
"NBNORG0000011268","Drapetisca socialis","mature",16,6,31,12
"NBNORG0000011269","Tapinopa longidens","mature",17,6,31,12
"NBNORG0000011270","Floronia bucculenta","mature",16,6,31,12
"NBNORG0000011271","Taranucnus setosus","mature",17,3,31,12
"NBNORG0000011272","Labulla thoracica","mature",16,4,31,12
"NBNORG0000011273","Stemonyphantes lineatus","mature",1,1,31,12
"NBNORG0000011274","Bolyphantes luteolus","mature",17,7,31,12
"NBNORG0000011275","Bolyphantes alticeps","mature",18,7,31,12
"NBNORG0000011276","Lepthyphantes leprosus","mature",18,1,31,12
"NBNORG0000011277","Lepthyphantes minutus","mature",17,7,31,12
"NBNORG0000011279","Helophora insignis","mature",17,6,31,12
"NBNORG0000011280","Pityohyphantes phrygianus","mature",18,3,31,12
"NBNORG0000011281","Linyphia triangularis","mature",17,5,31,12
"NBNORG0000011282","Linyphia hortensis","mature",17,3,31,12
"NBNORG0000011283","Microlinyphia pusilla","mature",23,3,31,12
"NBNORG0000011284","Microlinyphia impigra","mature",16,4,31,12
"NBNORG0000011285","Allomengea scopigera","mature",21,6,31,12
"NBNORG0000011286","Allomengea vidua","mature",19,6,31,12
"NBNORG0000023135","Zelotes apricorum","mature",22,2,31,12
"NBNORG0000023173","Neriene furtiva","mature",20,4,31,12
"NBNORG0000023198","Minicia marginella","mature",20,5,31,12
"NBNORG0000023221","Heliophanus dampfi","mature",21,3,31,12
"NBNORG0000024696","Steatoda nobilis","mature",17,3,31,12
"NBNORG0000026721","Araneus triguttatus","mature",23,3,31,12
"NBNORG0000026773","Collinsia distincta","mature",22,3,31,12
"NBNORG0000026870","Gnaphosa nigerrima","mature",1,1,31,12
"NBNORG0000026908","Larinioides sclopetarius","mature",17,3,31,12
"NBNORG0000026967","Neriene radiata","mature",18,5,31,12
"NBNORG0000027092","Styloctetor romanus","mature",21,1,31,12
"NBNORG0000041006","Agalenatea redii","mature",18,3,31,12
"NBNORG0000041032","Aelurillus v-insignitus","mature",20,3,31,12
"NBNORG0000041130","Araneus sturmi","mature",17,3,31,12
"NBNORG0000041132","Araniella opisthographa","mature",16,4,31,12
"NBNORG0000041396","Centromerus brevipalpus","mature",19,8,31,12
"NBNORG0000041397","Centromerus minutissimus","mature",1,1,31,12
"NBNORG0000041398","Centromerus semiater","mature",22,5,31,12
"NBNORG0000041578","Clubiona frisia","mature",16,4,31,12
"NBNORG0000041579","Clubiona pseudoneglecta","mature",22,5,31,12
"NBNORG0000042280","Lepthyphantes beckeri","mature",15,2,31,12
"NBNORG0000042383","Mecynargus morulus","mature",20,3,31,12
"NBNORG0000042384","Mecynargus paetulus","mature",16,4,31,12
"NBNORG0000042391","Megalepthyphantes nebulosus","mature",18,1,31,12
"NBNORG0000042437","Agyneta fuscipalpa","mature",23,5,31,12
"NBNORG0000042438","Agyneta mossica","mature",23,3,31,12
"NBNORG0000042532","Midia midas","mature",15,4,31,12
"NBNORG0000042613","Neon pictus","mature",20,4,31,12
"NBNORG0000042614","Neon robustus","mature",25,3,31,12
"NBNORG0000042628","Neriene clathrata","mature",14,2,31,12
"NBNORG0000042629","Neriene emphana","mature",18,7,31,12
"NBNORG0000042630","Neriene montana","mature",17,3,31,12
"NBNORG0000042631","Neriene peltata","mature",17,3,31,12
"NBNORG0000042649","Nothophantes horridus","mature",14,2,31,12
"NBNORG0000042714","Ozyptila pullata","mature",20,5,31,12
"NBNORG0000042717","Paidiscura pallens","mature",17,3,31,12
"NBNORG0000042788","Pardosa saltans","mature",21,2,31,12
"NBNORG0000042847","Philodromus longipalpis","mature",23,3,31,12
"NBNORG0000043007","Porrhomma cambridgei","mature",1,1,31,12
"NBNORG0000043043","Pseudeuophrys erratica","mature",17,4,31,12
"NBNORG0000043044","Pseudeuophrys lanigera","mature",17,3,31,12
"NBNORG0000043045","Pseudeuophrys obsoleta","mature",22,4,31,12
"NBNORG0000043262","Scotina palliardii","mature",17,1,31,12
"NBNORG0000043266","Semljicola caliginosus","mature",17,3,31,12
"NBNORG0000043286","Simitidion simile","mature",16,4,31,12
"NBNORG0000043299","Calositticus inexpectus","mature",17,4,31,12
"NBNORG0000043300","Attulus saltator","mature",24,3,31,12
"NBNORG0000043324","Steatoda triangulosa","mature",25,3,31,12
"NBNORG0000043408","Talavera aequipes","mature",16,4,31,12
"NBNORG0000043409","Euophrys petrensis","mature",19,4,31,12
"NBNORG0000043410","Talavera thorelli","mature",1,1,31,12
"NBNORG0000043459","Thanatus vulgaris","mature",19,2,31,12
"NBNORG0000043560","Uloborus plumipes","mature",1,1,31,12
"NBNORG0000043629","Zodarion fuscum","mature",17,1,31,12
"NBNORG0000043630","Zodarion rubidum","mature",23,5,31,12
"NBNORG0000043631","Zodarion vicinum","mature",22,4,31,12
"NBNORG0000045828","Enoplognatha ovata sensu stricto","mature",16,4,31,12
"NBNORG0000045829","Pocadicnemis pumila sensu stricto","mature",16,4,31,12
"NBNORG0000045830","Micrargus herbigradus sensu stricto","mature",14,2,31,12
"NBNORG0000045831","Agyneta saxatilis sensu stricto","mature",17,4,31,12
"NBNORG0000045832","Clubiona neglecta sensu stricto","mature",23,3,31,12
"NBNORG0000045833","Coleosoma floridanum","mature",16,4,31,12
"NBNORG0000045834","Collinsia holmgreni","mature",19,4,31,12
"NBNORG0000045835","Araniella cucurbitina sensu stricto","mature",16,4,31,12
"NBNORG0000045838","Macaroeris nidicolens","mature",17,4,31,12
"NBNORG0000045839","Praestigia duffeyi","mature",21,4,31,12
"NBNORG0000045840","Salticus cingulatus","mature",16,4,31,12
"NBNORG0000052241","Metellina segmentata","mature",17,7,31,12
"NBNORG0000052243","Agroeca dentigera","mature",15,9,31,12
"NBNORG0000052244","Asagena phalerata","mature",17,4,31,12
"NBNORG0000052245","Frontinellina frutetorum","mature",18,8,31,12
"NBNORG0000052246","Harpactea rubicunda","mature",23,5,31,12
"NBNORG0000052247","Hypomma fulvum","mature",16,4,31,12
"NBNORG0000052248","Hypsosinga pygmaea","mature",23,3,31,12
"NBNORG0000052249","Synema globosum","mature",23,5,31,12
"NBNORG0000052250","Theridion hemerobium","mature",21,4,31,12
"NBNORG0000052251","Trachyzelotes fuscipes","mature",16,3,31,12
"NBNORG0000052257","Neottiura bimaculata","mature",16,4,31,12
"NBNORG0000052260","Orchestina sp.","mature",20,2,31,12
"NBNORG0000091156","Attulus distinguendus","mature",18,3,31,12
"NBNORG0000091157","Pardosa lugubris sensu stricto","mature",18,5,31,12
"NBNORG0000091158","Pardosa lugubris sensu lato","mature",21,2,31,12
"NBNORG0000102335","Ero tuberculata","mature",19,7,31,12
"NBNORG0000102384","Megalepthyphantes collinus","mature",17,1,31,12
"NBNORG0000102462","Steatoda albomaculata","mature",16,4,31,12
"NBNORG0000104341","Diplocephalus graecus","mature",1,1,31,12
"NBNORG0000104430","Agnyphantes expunctus","mature",20,6,31,12
"NBNORG0000104431","Bathyphantes setiger","mature",19,5,31,12
"NBNORG0000104432","Collinsia inerrans","mature",14,2,31,12
"NBNORG0000104433","Cozyptila blackwalli","mature",19,3,31,12
"NBNORG0000104434","Cryptachaea riparia","mature",22,4,31,12
"NBNORG0000104435","Cryptachaea veruculata","mature",15,4,31,12
"NBNORG0000104436","Dicymbium brevisetosum","mature",14,2,31,12
"NBNORG0000104437","Enoplognatha caricis","mature",24,6,31,12
"NBNORG0000104438","Erigone dentigera","mature",19,3,31,12
"NBNORG0000104441","Hybocoptus corrugis","mature",21,3,31,12
"NBNORG0000104442","Improphantes complicatus","mature",16,4,31,12
"NBNORG0000104443","Karita paludosa","mature",21,5,31,12
"NBNORG0000104444","Platnickina tincta","mature",16,4,31,12
"NBNORG0000104445","Kochiura aulica","mature",20,4,31,12
"NBNORG0000104446","Lasaeola prona","mature",15,4,31,12
"NBNORG0000104447","Lasaeola tristis","mature",20,5,31,12
"NBNORG0000104448","Liocranoeca striata","mature",18,4,31,12
"NBNORG0000104449","Tegenaria ferruginea","mature",22,4,31,12
"NBNORG0000104451","Eratigena picta","mature",22,3,31,12
"NBNORG0000104452","Tegenaria silvestris","mature",22,1,31,12
"NBNORG0000104453","Agyneta affinis","mature",20,2,31,12
"NBNORG0000104454","Micaria albovittata","mature",22,4,31,12
"NBNORG0000104455","Mughiphantes whymperi","mature",15,2,31,12
"NBNORG0000104456","Obscuriphantes obscurus","mature",16,4,31,12
"NBNORG0000104457","Oreoneta frigida","mature",17,3,31,12
"NBNORG0000104458","Oryphantes angulatus","mature",20,3,31,12
"NBNORG0000104459","Ozyptila claveata","mature",22,2,31,12
"NBNORG0000104460","Palliduphantes ericaeus","mature",20,2,31,12
"NBNORG0000104461","Palliduphantes pallidus","mature",20,2,31,12
"NBNORG0000104462","Palliduphantes insignis","mature",1,1,31,12
"NBNORG0000104463","Parapelecopsis nemoralioides","mature",16,2,31,12
"NBNORG0000104464","Parapelecopsis nemoralis","mature",17,3,31,12
"NBNORG0000104465","Parasteatoda tepidariorum","mature",17,3,31,12
"NBNORG0000104466","Parasteatoda lunata","mature",16,4,31,12
"NBNORG0000104467","Parasteatoda simulans","mature",17,5,31,12
"NBNORG0000104468","Pardosa purbeckensis","mature",18,4,31,12
"NBNORG0000104469","Phycosoma inornatum","mature",23,3,31,12
"NBNORG0000104470","Phylloneta impressa","mature",18,5,31,12
"NBNORG0000104471","Phylloneta sisyphia","mature",16,4,31,12
"NBNORG0000104472","Piniphantes pinicola","mature",17,4,31,12
"NBNORG0000104473","Porrhomma campbelli","mature",19,1,31,12
"NBNORG0000104474","Sardinidion blackwalli","mature",17,4,31,12
"NBNORG0000104476","Anelosimus vittatus","mature",16,4,31,12
"NBNORG0000104477","Semljicola faustus","mature",17,3,31,12
"NBNORG0000104478","Sibianor aurocinctus","mature",23,3,31,12
"NBNORG0000104479","Leviellus stroemi","mature",16,4,31,12
"NBNORG0000104480","Styloctetor compar","mature",23,3,31,12
"NBNORG0000104481","Tenuiphantes alacris","mature",14,2,31,12
"NBNORG0000104482","Tenuiphantes cristatus","mature",17,1,31,12
"NBNORG0000104483","Tenuiphantes flavipes","mature",22,1,31,12
"NBNORG0000104484","Tenuiphantes mengei","mature",16,4,31,12
"NBNORG0000104485","Tenuiphantes tenebricola","mature",16,4,31,12
"NBNORG0000104486","Tenuiphantes tenuis","mature",20,2,31,12
"NBNORG0000104487","Tenuiphantes zimmermanni","mature",24,3,31,12
"NBNORG0000104488","Wabasso replicatus","mature",24,6,31,12
"NBNORG0000106750","Anyphaena sabina","mature",1,1,31,12
"NBNORG0000106751","Cryptachaea blattea","mature",1,1,31,12
"NBNORG0000106753","Holocnemus pluchei","mature",17,7,31,12
"NBNORG0000106755","Islandiana falsifica","mature",1,1,31,12
"NBNORG0000106757","Mermessus maculata","mature",1,1,31,12
"NBNORG0000106758","Mermessus trilobatus","mature",1,1,31,12
"NBNORG0000106759","Porrhomma sp. nov. sensu Merrett","mature",1,1,31,12
"NBNORG0000106760","Tegenaria ramblae","mature",1,1,31,12
"NBNORG0000106761","Theridion hannoniae","mature",16,3,31,12
"NBNORG0000125334","Palliduphantes antroniensis","mature",20,5,31,12
